input_position,input_url,normalized_url,dns_status,dns_decision,fetch_status,admitted,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_score,confidence_band,lexical_score,clip_similarity,typo_similarity,domain_component,clip_component,hash_component
214,zentozavoveltopentolaxinilo.click,https://zentozavoveltopentolaxinilo.click,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),33.6673,Low,0.5026,0.7743,0.3462,15.0778,15.4869,0.0
215,rosastoneeg.com,https://rosastoneeg.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,Low,0.5934,0.0,0.3529,17.803,0.0,0.0
216,thirdshelterpress.com,https://thirdshelterpress.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Air India,0.0,Low,0.6728,0.0,0.5925,20.183,0.0,0.0
217,commerium.co.uk,https://commerium.co.uk,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),36.4868,Low,0.6111,0.6203,0.4762,18.3333,12.4055,0.0
218,mis4624.cc,https://mis4624.cc,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Axis Bank,0.0,,0.5952,0.0,0.3636,0.0,0.0,0.0
219,uk-travel.ru,https://uk-travel.ru,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),47.4028,Low,0.4333,0.8058,0.2105,13.0,16.1169,0.0
220,soyprotagonistafinanciero.com,https://soyprotagonistafinanciero.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,29.4817,Low,0.58,0.8845,0.2941,17.4,17.689,0.0
221,icic-bank.com,https://icic-bank.com,dns_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,0.0,,0.8489,0.0,0.5714,0.0,0.0,0.0
222,paarivahan.com,https://paarivahan.com,dns_error,rejected,,False,dns_gate,dns_rejected,True,parivahan sewa,True,True,True,False,,,jw_primary|token_set_primary|skeleton_similarity|host_similarity,parivahan sewa,0.0,,0.9474,0.0,0.9474,0.0,0.0,0.0
223,intelectusai.com,https://intelectusai.com,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Kfintech,0.0,,0.6806,0.0,0.53,0.0,0.0,0.0
224,suesholidayhub.com,https://suesholidayhub.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.4079,Low,0.6032,0.8739,0.2353,18.0952,17.4787,0.0
225,verify-kyc.com,https://verify-kyc.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.9737,Low,0.6222,0.8836,0.3077,18.6667,17.671,0.0
226,brandmappr.com,https://brandmappr.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),0.0,Low,0.7167,0.0,0.4286,21.5,0.0,0.0
227,anxunh.top,https://anxunh.top,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,IndusInd Bank,0.0,,0.625,0.0,0.4286,0.0,0.0,0.0
228,outergood.ru,https://outergood.ru,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,39.2771,Low,0.4907,0.9034,0.2353,14.7222,18.0675,0.0
229,hometownsewickley.com,https://hometownsewickley.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),49.6429,Low,0.5399,0.8439,0.4004,16.1961,16.8786,0.0
230,dq67r.top,https://dq67r.top,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,0.0,Low,0.5407,0.0,0.2857,16.2222,0.0,0.0
