input_position,input_url,normalized_url,source_workbook,raw_url,hashed_at_utc,target_url_sha256,hash_mode,domain,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_matching_domain,best_score,score_margin,confidence_band,lexical_score,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,clip_similarity,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,typo_similarity,generic_token_only_match,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,clip_corroborated,stage1_passthrough,domain_component,clip_component,hash_component,hash_anchor,review_reason,screenshot_path,favicon_hash_raw,ssl_hash_raw,html_hash_raw,page_hash_raw,domain_hash_raw,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash
85,swiftdrops.store,https://swiftdrops.store,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://swiftdrops.store,,,,False,False,False,,,stage1_suspected_non_escalated,stage1_http,stage1_suspected_non_escalated,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),rbi.org.in,0.0,,,0.6444,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,swiftdrops.store,,151,False,stage1_suspected_non_escalated,0.0,,,,,,,,,0.4211,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
86,charmenowho.shop,https://charmenowho.shop,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://charmenowho.shop,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.0,,,0.6596,False,0,0,0,0,0,False,,False,False,False,0,0,charmenowho.shop,,4553,False,stage1_low_suspicion,0.0,,,,,,,,,0.381,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
87,tonerrefillstoreho.shop,https://tonerrefillstoreho.shop,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://tonerrefillstoreho.shop,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),corp.onlinesbi.sbi,0.0,,,0.6111,False,0,0,0,0,0,False,,False,False,False,0,0,tonerrefillstoreho.shop,,4560,False,stage1_low_suspicion,0.0,,,,,,,,,0.2963,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
88,bexarcasino.space,https://bexarcasino.space,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://bexarcasino.space,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,,0.6162,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,bexarcasino.space,,185,False,stage1_low_suspicion,0.0,,,,,,,,,0.4286,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
89,piezosistem.com,https://piezosistem.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,http://www.piezosistem.it,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),sbisecurities.in,0.0,,,0.6297,False,0,0,0,4,4,False,final_domain_changed,False,False,False,0,1,www.piezosistem.it,,18183,False,stage1_low_suspicion,0.0,,,,,,,,,0.4167,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
90,scarpe-it.ru,https://scarpe-it.ru,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://scarpe-it.ru,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,,0.672,False,4,0,0,0,4,False,favicon_brand_match,False,False,False,1,0,scarpe-it.ru,,12109,False,stage1_low_suspicion,0.0,,,,,,,,,0.5,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
91,eeeey.cc,https://eeeey.cc,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://eeeey.cc,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Airtel,airtelpayments.bank.in,0.0,,,0.5143,False,0,0,0,0,0,False,,False,False,False,0,0,eeeey.cc,,1059,False,stage1_low_suspicion,0.0,,,,,,,,,0.2105,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
92,learningonly.store,https://learningonly.store,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://sedo.com/search/details/?partnerid=324561&language=hi&domain=learningonly.store&origin=sales_lander_15&utm_medium=Parking&utm_campaign=offerpage,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Airtel,airtel.in,0.0,,,0.6167,False,0,0,0,10,10,False,meta_refresh|final_domain_changed,False,False,False,0,1,sedo.com,,5262,False,stage1_low_suspicion,0.0,,,,,,,,,0.3333,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
93,tutera.ru,https://tutera.ru,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://tutera.ru,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.0,,,0.5778,False,0,0,0,0,0,False,,False,False,False,0,0,tutera.ru,,1898,False,stage1_low_suspicion,0.0,,,,,,,,,0.3636,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
94,shelbyserves.com,https://shelbyserves.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://shelby.xyz/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),sbisecurities.in,0.0,,,0.612,False,0,0,0,4,4,False,final_domain_changed,False,False,False,0,1,shelby.xyz,,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.56,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
95,gothamfinn.co,https://gothamfinn.co,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://gothamfinn.co,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.0,,,0.6222,False,0,0,0,0,0,False,,False,False,False,0,0,gothamfinn.co,,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.4,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
96,penn-hpp.com,https://penn-hpp.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://penn-hpp.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),pnb.bank.in,0.0,,,0.6389,False,0,0,0,0,0,False,,False,False,False,0,0,penn-hpp.com,,3133,False,stage1_low_suspicion,0.0,,,,,,,,,0.3636,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
97,uk-travel.ru,https://uk-travel.ru,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://uk-travel.ru,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Airtel,airtel.in,0.0,,,0.6204,False,0,0,0,0,0,False,,False,False,False,0,0,uk-travel.ru,,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.4,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
98,slexironphdrexox.world,https://slexironphdrexox.world,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://slexironphdrexox.world,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,,0.6458,False,8,2,0,0,10,False,meta_brand_match|multi_input_form,False,False,False,1,0,slexironphdrexox.world,slexironphdrexox.world,23123,False,stage1_low_suspicion,0.0,,,,,,,,,0.4167,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
99,ivqojlz1513.top,https://ivqojlz1513.top,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://ivqojlz1513.top,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Oil Corporation Limited (IOCL),iocl.com,0.0,,,0.6742,False,0,0,0,0,0,False,,False,False,False,0,0,ivqojlz1513.top,ivqojlz1513.top,8679,False,stage1_low_suspicion,0.0,,,,,,,,,0.4,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
100,vertexapexgroupoptimalprocess.blog,https://vertexapexgroupoptimalprocess.blog,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),irctctourism.com,0.0,,,0.6058,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.2927,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
101,navaitour.online,https://navaitour.online,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),irctctourism.com,0.0,,,0.6574,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.4762,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
102,doggiemax.com,https://doggiemax.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://doggiemax.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Axis Bank,axismaxlife.com,0.0,,,0.6027,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,doggiemax.com,,114,False,stage1_low_suspicion,0.0,,,,,,,,,0.43,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
103,intelectusai.com,https://intelectusai.com,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Kfintech,kfintech.com,0.0,,,0.6806,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.53,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
104,perchproject.org,https://perchproject.org,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://perchproject.org,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,,0.6111,False,4,0,6,0,10,False,body_brand_match|suspicious_hosting_provider,False,False,False,1,0,perchproject.org,perchproject.org,17565,False,stage1_low_suspicion,0.0,,,,,,,,,0.4167,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
105,5ggnp.buzz,https://5ggnp.buzz,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://2026-04-09.sqllq.com/en/?5ggnp.buzz,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,0.0,,,0.6333,False,0,0,3,10,13,False,multi_redirect_chain|js_redirect|final_domain_changed,False,False,False,0,2,2026-04-09.sqllq.com,,6587,False,stage1_low_suspicion,0.0,,,,,,,,,0.4444,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
106,777gvipclub.com,https://777gvipclub.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://777gvipclub.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,,0.67,False,0,0,0,0,0,False,,False,False,False,0,0,777gvipclub.com,777gvipclub.com,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.5,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
107,thepatoolkit.com,https://thepatoolkit.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://thepatoolkit.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),nha.gov.in,0.0,,,0.6111,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,thepatoolkit.com,,114,False,stage1_low_suspicion,0.0,,,,,,,,,0.2667,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
108,zentozavoveltopentolaxinilo.click,https://zentozavoveltopentolaxinilo.click,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://zentozavoveltopentolaxinilo.click,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Axis Bank,axis.bank.in,0.0,,,0.6062,False,4,0,0,0,4,False,body_brand_match,False,False,False,1,0,zentozavoveltopentolaxinilo.click,zentozavoveltopentolaxinilo.click,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.303,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
109,hixemuzydo.pro,https://hixemuzydo.pro,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://hixemuzydo.pro,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,,0.5651,False,12,0,0,0,12,False,meta_brand_match|body_brand_match,False,False,False,1,0,hixemuzydo.pro,hixemuzydo.pro,18162,False,stage1_low_suspicion,0.0,,,,,,,,,0.25,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
110,logrenuunics.com,https://logrenuunics.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://logrenuunics.com,,,,False,False,False,,,stage1_suspected_non_escalated,stage1_http,stage1_suspected_non_escalated,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,,0.6442,False,36,0,0,10,46,False,title_brand_match|body_brand_match|redirect_brand_match|final_domain_brand_match|js_redirect|iframe_present,False,False,False,1,0,logrenuunics.com,,10572,False,stage1_suspected_non_escalated,0.0,,,,,,,,,0.3846,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
111,aifinance.global,https://aifinance.global,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://aifinance.global,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,,0.6889,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,aifinance.global,assets.cdn.filesafe.space,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.5,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
112,jskbalaghat.org,https://jskbalaghat.org,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://jskbalaghat.org,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),sbi.co.in,0.0,,,0.6162,False,0,0,0,0,0,False,,False,False,False,0,0,jskbalaghat.org,,21,False,stage1_low_suspicion,0.0,,,,,,,,,0.2857,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
113,sbi.com-kyc.net/login,https://sbi.com-kyc.net/login,urls.xlsx,https://sbi.com-kyc.net/login,2026-04-08T16:07:02+00:00,a709d69c6817702cce6dbe719ed54b936752d25ae0441d8041deb68385f0f5e0,exact,sbi.com-kyc.net,,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://sbi.com-kyc.net/login | Call log: - navigating to ""https://sbi.com-kyc.net/login"", waiting until ""domcontentloaded""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,True,True,False,False,,,brand_token_match,State Bank of India (SBI),homeloans.sbi,0.0,0.0,Low,0.5026,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,sbi.com-kyc.net,,0,True,lexical_hit,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.25,False,0,False,False,False,True,15.0794,0.0,0.0,False,,,,,,,,False,False,False,False
114,onl1nesbi.sbi/login,https://onl1nesbi.sbi/login,urls.xlsx,https://onl1nesbi.sbi/login,2026-04-08T16:07:02+00:00,f85fbad873f11f5a5e4424eddf5443565ee07f80b3bfcd61db78eb1453b56c7c,exact,onl1nesbi.sbi,,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://onl1nesbi.sbi/login | Call log: - navigating to ""https://onl1nesbi.sbi/login"", waiting until ""domcontentloaded""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,True,State Bank of India (SBI),True,True,True,False,,,jw_primary|skeleton_similarity,State Bank of India (SBI),corp.onlinesbi.sbi,0.0,0.0,Low,0.9481,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,onl1nesbi.sbi,,0,True,lexical_hit,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.9189,False,0,False,False,False,True,28.4444,0.0,0.0,False,,,,,,,,False,False,False,False
115,onlinesbi.sbi.update-rewards.xyz,https://onlinesbi.sbi.update-rewards.xyz,urls.xlsx,https://onlinesbi.sbi.update-rewards.xyz,2026-04-08T16:07:02+00:00,7b2fe6a3fbd1ca6c1c88cba50afd8f03e03990b4bf400b2f6b68808bc1bcaa7b,exact,onlinesbi.sbi.update-rewards.xyz,,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://onlinesbi.sbi.update-rewards.xyz/ | Call log: - navigating to ""https://onlinesbi.sbi.update-rewards.xyz/"", waiting until ""domcontentloaded""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,True,True,False,False,,,brand_token_match,State Bank of India (SBI),onlinesbi.sbi.bank.in,0.0,0.0,Low,0.6341,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,onlinesbi.sbi.update-rewards.xyz,,0,True,lexical_hit,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.6341,False,0,False,False,False,True,19.0244,0.0,0.0,False,,,,,,,,False,False,False,False
116,airindiaair.com,https://airindiaair.com,urls.xlsx,https://airindiaair.com,2026-04-08T16:07:07+00:00,11c2835a27ce4cab2ce49f5a1d939ad76ba353f048eb1b233d5a738c66b38236,exact,airindiaair.com,,accepted,fetched,available,,,https://airindiaair.com/,,,,True,True,False,,weak_direct_evidence|network_corroboration,,,,True,Air India,True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,jw_primary,Air India,airindiaexpress.com,37.8701,37.8701,Low,0.8836,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,airindiaair.com,,0,True,lexical_hit,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.7223,False,1,False,False,False,False,26.5091,0.0,0.0,False,,C:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\airindiaair.com.png,,,,,,False,False,False,False
117,sbi-secure-login.com,https://sbi-secure-login.com,urls.xlsx,https://sbi-secure-login.com,2026-04-08T16:07:02+00:00,ee5cdcf06e5197c52e4cfb1674c84c1accf03b544d0b6bba801b3ffcc60ae92c,exact,sbi-secure-login.com,,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://sbi-secure-login.com/ | Call log: - navigating to ""https://sbi-secure-login.com/"", waiting until ""domcontentloaded""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,True,True,False,False,,,brand_token_match,State Bank of India (SBI),sbisecurities.in,0.0,0.0,Low,0.8353,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,sbi-secure-login.com,,0,True,lexical_hit,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.6207,False,0,False,False,False,True,25.0596,0.0,0.0,False,,,,,,,,False,False,False,False
118,192.168.1,https://192.168.1,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k|generic_token_only,National Informatics Centre (NIC),cloud.gov.in,0.0,,,0.7333,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.3333,True,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
119,reward-expiry.com,https://reward-expiry.com,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Air India,airindiaexpress.com,0.0,,,0.5912,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.53,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
120,sbi.co.in.login.banking-services.net/234/redirect,https://sbi.co.in.login.banking-services.net/234/redirect,urls.xlsx,https://sbi.co.in.login.banking-services.net/234/redirect,2026-04-08T16:07:02+00:00,6d72e5fc45359c005fa514bd3a9cd9254bf1b1d990431113916ceae4a20dcc87,exact,sbi.co.in.login.banking-services.net,,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://sbi.co.in.login.banking-services.net/234/redirect | Call log: - navigating to ""https://sbi.co.in.login.banking-services.net/234/redirect"", waiting until ""domcontentloaded""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,True,True,False,False,,,brand_token_match,State Bank of India (SBI),sbisecurities.in,0.0,0.0,Low,0.7051,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,sbi.co.in.login.banking-services.net,,0,True,lexical_hit,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.5517,False,0,False,False,False,True,21.1538,0.0,0.0,False,,,,,,,,False,False,False,False
121,verify-kyc.com,https://verify-kyc.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://verify-kyc.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,,0.6222,False,0,0,0,0,0,False,,False,False,False,0,0,verify-kyc.com,verify-kyc.com,11016,False,stage1_low_suspicion,0.0,,,,,,,,,0.3077,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
122,icic-bank.com,https://icic-bank.com,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,icici.bank.in,0.0,,,0.8489,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.5714,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
123,icicibank.net/login,https://icicibank.net/login,urls.xlsx,https://icicibank.net/login,2026-04-08T16:07:23+00:00,6560a833036f98c21ce237f1d2f041034e1f980961fa2ce71e409423ba6a6724,exact,icicibank.net,,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://icicibank.net/login | Call log: - navigating to ""https://icicibank.net/login"", waiting until ""commit""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,True,ICICI Bank,True,True,True,False,,,jw_primary,ICICI Bank,icici.bank.in,0.0,0.0,Low,0.9111,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,icicibank.net,,0,True,lexical_hit,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.7143,False,0,False,False,False,True,27.3333,0.0,0.0,False,,,,,,,,False,False,False,False
124,secure-login.com,https://secure-login.com,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,0.0,,,0.7302,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.5263,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
125,bit.ly,https://bit.ly,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://bitly.com/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,,0.6889,False,4,0,0,4,8,False,favicon_brand_match|final_domain_changed,False,False,False,1,1,bitly.com,mkt-static.bitly.com,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.5,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
126,accountauthenticate.com,https://accountauthenticate.com,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,incometaxindia.gov.in,0.0,,,0.6314,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.4242,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
