input_position,input_url,normalized_url,dns_status,dns_decision,fetch_status,final_landing_url,parking_provider,parking_reason,admitted,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_score,confidence_band,lexical_score,clip_similarity,typo_similarity,domain_component,clip_component,hash_component
205,bexarcasino.space,https://bexarcasino.space,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),36.7309,Low,0.6162,0.6244,0.4286,18.4848,12.4885,0.0
206,dq67r.top,https://dq67r.top,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,0.0,Low,0.5407,0.0,0.2857,16.2222,0.0,0.0
207,n6k6jqg8.top,https://n6k6jqg8.top,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,0.0,,0.5417,0.0,0.3,0.0,0.0,0.0
208,thirdshelterpress.com,https://thirdshelterpress.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Air India,0.0,Low,0.6728,0.0,0.5925,20.183,0.0,0.0
209,secure-kyc.com,https://secure-kyc.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.9737,Low,0.6222,0.8836,0.3077,18.6667,17.671,0.0
210,gothamfinn.co,https://gothamfinn.co,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),0.0,Low,0.6222,0.0,0.4,18.6667,0.0,0.0
211,ezbrd.co,https://ezbrd.co,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.9737,Low,0.5111,0.8836,0.25,15.3333,17.671,0.0
212,creationorder.net,https://creationorder.net,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Coal India,0.0,Low,0.6405,0.0,0.4828,19.2147,0.0,0.0
213,jicm0yo.vip,https://jicm0yo.vip,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Jio,0.0,,0.8476,0.0,0.6,0.0,0.0,0.0
214,doggiemax.com,https://doggiemax.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Axis Bank,0.0,Low,0.6027,0.0,0.43,18.0808,0.0,0.0
215,tutera.ru,https://tutera.ru,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Kfintech,37.9705,Low,0.5278,0.8733,0.2857,15.8333,17.4664,0.0
216,bit.ly,https://bit.ly,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),0.0,Low,0.6889,0.0,0.5,20.6667,0.0,0.0
217,elit-stomatolog.ru,https://elit-stomatolog.ru,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),49.2906,Low,0.6,0.8379,0.2222,18.0,16.7588,0.0
218,logrenuunics.com,https://logrenuunics.com,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),0.0,,0.6442,0.0,0.3846,0.0,0.0,0.0
219,roisgloballogam.com,https://roisgloballogam.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Bharat Sanchar Nigam Limited (BSNL),31.1787,Low,0.5444,0.7171,0.2105,16.3333,14.3422,0.0
220,pnb-india.in,https://pnb-india.in,resolver_error,rejected,,,,,False,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,brand_token_match|jw_primary|token_set_primary|skeleton_similarity|host_similarity,Punjab National Bank (PNB),0.0,,0.9741,0.0,0.9712,0.0,0.0,0.0
221,charmenowho.shop,https://charmenowho.shop,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),0.0,,0.6596,0.0,0.381,0.0,0.0,0.0
222,reward-expiry.com,https://reward-expiry.com,dns_error,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Air India,0.0,,0.5912,0.0,0.53,0.0,0.0,0.0
223,annarbormarket.com,https://annarbormarket.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),42.7437,Low,0.5651,0.7266,0.3633,16.9524,14.5328,0.0
224,aifinance.global,https://aifinance.global,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),29.132,Low,0.6185,0.6992,0.4211,18.5556,13.9834,0.0
225,airtell.ai,https://airtell.ai,resolved,accepted,failed,,,,True,,,True,Airtel,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary|token_set_primary|skeleton_similarity|host_similarity,Airtel,0.0,Low,0.9714,0.0,0.9231,29.1429,0.0,0.0
226,vertexapexgroupoptimalprocess.blog,https://vertexapexgroupoptimalprocess.blog,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),0.0,Low,0.6058,0.0,0.2927,18.1753,0.0,0.0
227,hraihpsa.ca,https://hraihpsa.ca,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),28.9563,Low,0.5833,0.666,0.3333,17.5,13.3199,0.0
228,essentialcleaningservicesusa.com,https://essentialcleaningservicesusa.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),52.6049,Low,0.5913,0.8943,0.1935,17.7381,17.8857,0.0
229,kirin77.site,https://kirin77.site,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",37.8185,Low,0.5619,0.6429,0.3333,16.8571,12.8583,0.0
230,graniteindustriesinc.com,https://graniteindustriesinc.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,39.3218,Low,0.6399,0.9044,0.43,19.197,18.088,0.0
