input_position,input_url,normalized_url,source_workbook,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_matching_domain,best_score,confidence_band,lexical_score,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,clip_similarity,typo_similarity,generic_token_only_match,direct_brand_evidence_count,clip_corroborated,stage1_passthrough,domain_component,clip_component,hash_component
2403,americanroyaltylasvegas.com,https://americanroyaltylasvegas.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.americanroyaltylasvegas.com/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Airtel,airtelpayments.bank.in,0.0,,0.6541,False,0,0,0,6,6,False,js_redirect,False,False,False,0,1,www.americanroyaltylasvegas.com,www.americanroyaltylasvegas.com,32768,False,stage1_low_suspicion,0.0,0.4324,False,0,False,False,0.0,0.0,0.0
2404,icybrains.dev,https://icybrains.dev,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,netbanking.hdfcbank.com,0.0,,0.6481,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4706,False,0,False,False,0.0,0.0,0.0
2405,loveyourlife.online,https://loveyourlife.online,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://loveyourlife.online,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k|generic_token_only,National Informatics Centre (NIC),cloud.gov.in,0.0,,0.6167,False,0,0,0,0,0,False,,False,False,False,0,0,loveyourlife.online,,7285,False,stage1_low_suspicion,0.0,0.3529,True,0,False,False,0.0,0.0,0.0
2406,contingentx.net,https://contingentx.net,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://contingentx.net,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.0,,0.7436,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,contingentx.net,,114,False,stage1_low_suspicion,0.0,0.5714,False,0,False,False,0.0,0.0,0.0
2407,caobb4.net,https://caobb4.net,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -2] Name or service not known,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Canara Bank,canararobeco.com,0.0,,0.6667,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4444,False,0,False,False,0.0,0.0,0.0
2408,scottlandfc.club,https://scottlandfc.club,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://scottlandfc.club,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,0.645,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,scottlandfc.club,cdn.scottlandfc.club,32768,False,stage1_low_suspicion,0.0,0.4444,False,0,False,False,0.0,0.0,0.0
2409,raumdernamen.com,https://raumdernamen.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,All connection attempts failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,All India Institute of Medical Sciences (AIIMS),aiimsexams.ac.in,0.0,,0.6389,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4545,False,0,False,False,0.0,0.0,0.0
2410,arkada-casino-tqc.top,https://arkada-casino-tqc.top,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Canara Bank,canarabank.bank.in,0.0,,0.6319,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3704,False,0,False,False,0.0,0.0,0.0
2411,orangeemart.com,https://orangeemart.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -2] Name or service not known,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,,0.6591,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4444,False,0,False,False,0.0,0.0,0.0
2412,xn----8sbig6cafejbo6gva.xn--p1ai,https://xn----8sbig6cafejbo6gva.xn--p1ai,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),nic.gov.in,0.0,,0.7101,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.2308,False,0,False,False,0.0,0.0,0.0
2413,glgkl.top,https://glgkl.top,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,0.5407,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.2857,False,0,False,False,0.0,0.0,0.0
2414,sushi-wagamama.com,https://sushi-wagamama.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://sushi-wagamama.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.0,,0.6048,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,sushi-wagamama.com,,4573,False,stage1_low_suspicion,0.0,0.3158,False,0,False,False,0.0,0.0,0.0
2415,threshingbee.com,https://threshingbee.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.threshingbee.com/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,0.6111,False,4,0,0,0,4,False,favicon_brand_match,False,False,False,1,1,www.threshingbee.com,images.squarespace-cdn.com,32768,False,stage1_low_suspicion,0.0,0.2667,False,0,False,False,0.0,0.0,0.0
2416,learningstylelab.com,https://learningstylelab.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://learningstylelab.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Airtel,airtelpayments.bank.in,0.0,,0.6729,False,0,0,0,0,0,False,,False,False,False,0,0,learningstylelab.com,learningstylelab.com,14594,False,stage1_low_suspicion,0.0,0.4,False,0,False,False,0.0,0.0,0.0
2417,profitbusy.com,https://profitbusy.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://profitbusy.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,0.6222,False,4,2,0,4,10,False,body_brand_match|multi_input_form|iframe_present,False,False,False,1,0,profitbusy.com,profitbusy.com,29093,False,stage1_low_suspicion,0.0,0.3077,False,0,False,False,0.0,0.0,0.0
2418,hirandi.com,https://hirandi.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://hirandi.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,bseindia.com,0.0,,0.6905,False,0,0,0,4,4,False,iframe_present,False,False,False,0,0,hirandi.com,,1187,False,stage1_low_suspicion,0.0,0.5633,False,0,False,False,0.0,0.0,0.0
2419,tradepath.org,https://tradepath.org,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://tradepath.org,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Airtel,airtelpayments.bank.in,0.0,,0.7116,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,tradepath.org,,114,False,stage1_low_suspicion,0.0,0.4348,False,0,False,False,0.0,0.0,0.0
2420,anunnakidiesel.com,https://anunnakidiesel.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.anunnakidiesel.com/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,0.6798,False,4,0,0,0,4,False,favicon_brand_match,False,False,False,1,1,www.anunnakidiesel.com,assets.squarespace.com,32768,False,stage1_low_suspicion,0.0,0.4,False,0,False,False,0.0,0.0,0.0
2421,globalreeducationorganisation.com,https://globalreeducationorganisation.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://globalreeducationorganisation.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.7011,False,0,0,6,0,6,False,suspicious_hosting_provider,False,False,False,0,0,globalreeducationorganisation.com,,641,False,stage1_low_suspicion,0.0,0.1875,False,0,False,False,0.0,0.0,0.0
2422,z80wd.top,https://z80wd.top,123456.xlsx,skipped,skipped,fetched,not_attempted,head_error,,https://z80wd.top,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k|generic_token_only,National Informatics Centre (NIC),cloud.gov.in,0.0,,0.6,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,z80wd.top,,1076,False,stage1_low_suspicion,0.0,0.4,True,0,False,False,0.0,0.0,0.0
2423,ippure.net,https://ippure.net,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,airtel.in,0.0,,0.6667,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.5,False,0,False,False,0.0,0.0,0.0
2424,primo-fewo.com,https://primo-fewo.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://primo-fewo.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),sbimf.com,0.0,,0.6333,False,0,0,0,10,10,False,js_redirect|iframe_present,False,False,False,0,0,primo-fewo.com,,15588,False,stage1_low_suspicion,0.0,0.43,False,0,False,False,0.0,0.0,0.0
2425,ultracomputing.org,https://ultracomputing.org,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://ultracomputing.org,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.0,,0.6857,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,ultracomputing.org,,4585,False,stage1_low_suspicion,0.0,0.3333,False,0,False,False,0.0,0.0,0.0
2426,dontlikethe.com,https://dontlikethe.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://dontlikethe.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),corp.onlinesbi.sbi,0.0,,0.67,False,0,0,0,0,0,False,,False,False,False,0,0,dontlikethe.com,,10251,False,stage1_low_suspicion,0.0,0.5,False,0,False,False,0.0,0.0,0.0
2427,rankeyo.com,https://rankeyo.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://rankeyo.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,0.6349,False,0,0,0,0,0,False,,False,False,False,0,0,rankeyo.com,,32768,False,stage1_low_suspicion,0.0,0.4211,False,0,False,False,0.0,0.0,0.0
2428,cihost.org,https://cihost.org,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,All connection attempts failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.6667,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4444,False,0,False,False,0.0,0.0,0.0
2429,batch-suits.com,https://batch-suits.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -2] Name or service not known,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),sbisecurities.in,0.0,,0.6773,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.5,False,0,False,False,0.0,0.0,0.0
2430,fdholdingsllc.com,https://fdholdingsllc.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://fdholdingsllc.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),corp.onlinesbi.sbi,0.0,,0.6467,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,fdholdingsllc.com,,114,False,stage1_low_suspicion,0.0,0.4545,False,0,False,False,0.0,0.0,0.0
2431,printnavigator.com,https://printnavigator.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://printnavigator.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.631,False,4,0,0,6,10,False,body_brand_match|js_redirect,False,False,False,1,0,printnavigator.com,,10752,False,stage1_low_suspicion,0.0,0.2857,False,0,False,False,0.0,0.0,0.0
2432,jonahedelman.com,https://jonahedelman.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,,0.6597,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4286,False,0,False,False,0.0,0.0,0.0
2433,maxivr.com,https://maxivr.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://maxivr.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k|generic_token_only,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,0.8,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,maxivr.com,forsale.spaceship-cdn.com,25494,False,stage1_low_suspicion,0.0,0.6,True,0,False,False,0.0,0.0,0.0
2434,04uo09.shop,https://04uo09.shop,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://04uo09.shop,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k|generic_token_only,National Informatics Centre (NIC),cloud.gov.in,0.0,,0.5778,False,0,0,3,12,15,False,suspicious_certificate|meta_refresh|js_redirect,False,False,False,0,0,04uo09.shop,,1048,False,stage1_low_suspicion,0.0,0.3636,True,0,False,False,0.0,0.0,0.0
2435,argurion.io,https://argurion.io,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://argurion.io,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,0.0,,0.7131,False,0,0,0,0,0,False,,False,False,False,0,0,argurion.io,img1.wsimg.com,32768,False,stage1_low_suspicion,0.0,0.4,False,0,False,False,0.0,0.0,0.0
2436,iliascoiffure.nl,https://iliascoiffure.nl,123456.xlsx,skipped,skipped,fetched,not_attempted,head_error,,https://iliascoiffure.nl/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Oil Corporation Limited (IOCL),iocl.com,0.0,,0.6859,False,0,0,6,0,6,False,suspicious_hosting_provider,False,False,False,0,1,iliascoiffure.nl,,160,False,stage1_low_suspicion,0.0,0.2353,False,0,False,False,0.0,0.0,0.0
2437,5m7qa7.top,https://5m7qa7.top,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,bsestarmf.in,0.0,,0.6111,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4,False,0,False,False,0.0,0.0,0.0
2438,gez.link,https://gez.link,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://gez.link/login,,,,False,False,False,,,stage1_suspected_non_escalated,stage1_http,stage1_suspected_non_escalated,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,0.5,False,4,36,0,0,40,False,favicon_brand_match|password_field|login_form|auth_wording|submit_auth_wording|multi_input_form,True,True,False,1,1,gez.link,gez.link,5229,False,stage1_suspected_non_escalated,0.0,0.2222,False,0,False,False,0.0,0.0,0.0
2439,recharge1.com,https://recharge1.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://recharge1.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.6296,False,0,0,0,0,0,False,,False,False,False,0,0,recharge1.com,,1806,False,stage1_low_suspicion,0.0,0.3333,False,0,False,False,0.0,0.0,0.0
2440,wideofilm.com,https://wideofilm.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.0,,0.6444,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4286,False,0,False,False,0.0,0.0,0.0
2441,desertmoonblooms.net,https://desertmoonblooms.net,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://desertmoonblooms.net,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),homeloans.sbi,0.0,,0.6432,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,desertmoonblooms.net,,114,False,stage1_low_suspicion,0.0,0.32,False,0,False,False,0.0,0.0,0.0
2442,csygc5.top,https://csygc5.top,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,0.0,,0.6429,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4615,False,0,False,False,0.0,0.0,0.0
2443,lgodewaup.com,https://lgodewaup.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://lgodewaup.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k|generic_token_only,National Informatics Centre (NIC),cloud.gov.in,0.0,,0.6444,False,0,0,3,12,15,False,suspicious_certificate|meta_refresh|js_redirect,False,False,False,0,0,lgodewaup.com,,1056,False,stage1_low_suspicion,0.0,0.4286,True,0,False,False,0.0,0.0,0.0
2444,healthcostcompass.com,https://healthcostcompass.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.healthcostcompass.com/password,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),homeloans.sbi,0.0,,0.6346,False,0,0,3,0,3,False,multi_redirect_chain,False,False,False,0,2,www.healthcostcompass.com,,32768,False,stage1_low_suspicion,0.0,0.4615,False,0,False,False,0.0,0.0,0.0
2445,quotesonotes.com,https://quotesonotes.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://quotesonotes.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),sbisecurities.in,0.0,,0.5983,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,quotesonotes.com,,114,False,stage1_low_suspicion,0.0,0.32,False,0,False,False,0.0,0.0,0.0
2446,smdrenovation.be,https://smdrenovation.be,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://smdrenovation.be,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,0.6261,False,4,0,6,0,10,False,body_brand_match|suspicious_hosting_provider,False,False,False,1,0,smdrenovation.be,,20428,False,stage1_low_suspicion,0.0,0.381,False,0,False,False,0.0,0.0,0.0
2447,nxhlsyh.com,https://nxhlsyh.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),nha.gov.in,0.0,,0.6508,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4,False,0,False,False,0.0,0.0,0.0
2448,agrarugsnhandicraft.com,https://agrarugsnhandicraft.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://agrarugsnhandicraft.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),abdm.gov.in,0.0,,0.6469,False,8,0,0,6,14,False,redirect_brand_match|final_domain_brand_match|js_redirect,False,False,False,1,0,agrarugsnhandicraft.com,,114,False,stage1_low_suspicion,0.0,0.3936,False,0,False,False,0.0,0.0,0.0
2449,whamhealth.com,https://whamhealth.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://whamhealth.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,0.6222,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,whamhealth.com,forsale.spaceship-cdn.com,18369,False,stage1_low_suspicion,0.0,0.3077,False,0,False,False,0.0,0.0,0.0
2450,stanfordco.info,https://stanfordco.info,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://stanfordco.info,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,0.6659,False,0,0,0,4,4,False,iframe_present,False,False,False,0,0,stanfordco.info,,11278,False,stage1_low_suspicion,0.0,0.4545,False,0,False,False,0.0,0.0,0.0
2451,evermarkmemorials.ca,https://evermarkmemorials.ca,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://evermarkmemorials.ca,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Air India,airindiaexpress.com,0.0,,0.5846,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,evermarkmemorials.ca,,114,False,stage1_low_suspicion,0.0,0.3125,False,0,False,False,0.0,0.0,0.0
2452,southerncaliforniapersonalinjurylaw.com,https://southerncaliforniapersonalinjurylaw.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://southerncaliforniapersonalinjurylaw.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.6952,False,4,4,0,6,14,False,body_brand_match|auth_wording|js_redirect,False,False,False,1,0,southerncaliforniapersonalinjurylaw.com,,32768,False,stage1_low_suspicion,0.0,0.1579,False,0,False,False,0.0,0.0,0.0
2453,rockrapidstowing.top,https://rockrapidstowing.top,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Axis Bank,axis.bank.in,0.0,,0.6458,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3,False,0,False,False,0.0,0.0,0.0
2454,outfitfind.shop,https://outfitfind.shop,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://outfitfind.shop,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,hdfcfund.com,0.0,,0.6417,False,0,0,0,0,0,False,,False,False,False,0,0,outfitfind.shop,,32768,False,stage1_low_suspicion,0.0,0.4444,False,0,False,False,0.0,0.0,0.0
2455,varvet.dev,https://varvet.dev,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://varvet.com/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Airtel,airtel.in,0.0,,0.6944,False,0,0,3,4,7,False,multi_redirect_chain|final_domain_changed,False,False,False,0,2,varvet.com,,32768,False,stage1_low_suspicion,0.0,0.5,False,0,False,False,0.0,0.0,0.0
2456,sofiasierraartist.com,https://sofiasierraartist.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),sbisecurities.in,0.0,,0.7332,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.5333,False,0,False,False,0.0,0.0,0.0
2457,braceacrossllc.com,https://braceacrossllc.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://braceacrossllc.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Canara Bank,canararobeco.com,0.0,,0.621,False,0,0,0,0,0,False,,False,False,False,0,0,braceacrossllc.com,,2852,False,stage1_low_suspicion,0.0,0.4146,False,0,False,False,0.0,0.0,0.0
