Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name,source_workbook,hash_score,confidence_band,score_margin,evidence_tier,lexical_score,jw_primary,token_set_primary,skeleton_similarity,lexical_rule_hit,brand_token_hit,candidate_generation_reason,dominant_signal_family,stage1_passthrough,survival_path,drop_path,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,best_score,domain_component,clip_component,hash_component,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,typo_similarity,typo_min_score_used,typo_decision_reason,clip_similarity,typo_anchor,hash_anchor,clip_anchor,generic_token_only_match,direct_brand_evidence_count,clip_corroborated,signal_hit_screenshot,signal_hit_typo,signal_hit_domain,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash,signal_hit_keywords,screenshot_path,html_title_text,visible_text_excerpt,review_reason
National Health Authority (NHA),abdm.gov.in,https://hazelwhale.org,123456.xlsx,0.0,Low,,weak_evidence,0.6222,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://forsale.ddot.in/hazelwhale.org?drefid=2071,,,,,,,,False,32,0,0,4,36,False,title_brand_match|body_brand_match|redirect_brand_match|final_domain_changed,False,False,False,1,1,forsale.ddot.in,,16410,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Election Commision of India (ECI),eci.gov.in,https://ordemdaconsciencia.com.br,123456.xlsx,0.0,Low,,weak_evidence,0.6889,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://www.ordemdaconsciencia.com.br/,,,,,,,,False,4,18,0,0,22,False,body_brand_match|form_action_mismatch|multi_input_form,False,False,True,1,1,www.ordemdaconsciencia.com.br,www.ordemdaconsciencia.com.br,27657,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
State Bank of India (SBI),corp.onlinesbi.sbi,https://freespeechbacklash.com,123456.xlsx,0.0,Low,,weak_evidence,0.6343,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://www.freespeechbacklash.com/,,,,,,,,False,8,12,0,0,20,False,body_brand_match|favicon_brand_match|login_form|auth_wording,False,True,False,1,1,www.freespeechbacklash.com,www.freespeechbacklash.com,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://oldprint.pl,123456.xlsx,0.0,Low,,weak_evidence,0.6528,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://oldprint.pl,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,oldprint.pl,,380,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Health Authority (NHA),abdm.gov.in,https://cheltenhamchiroandphysio.co.uk,123456.xlsx,0.0,Low,,weak_evidence,0.6822,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://cheltenhamchiroandphysio.co.uk,,,,,,,,False,36,0,0,0,36,False,title_brand_match|body_brand_match|redirect_brand_match|final_domain_brand_match,False,False,False,1,0,cheltenhamchiroandphysio.co.uk,img1.wsimg.com,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://sdpxgc.com,123456.xlsx,0.0,Low,,weak_evidence,0.6111,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://sdpxgc.com,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,sdpxgc.com,,150,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://katalyx.app,123456.xlsx,0.0,Low,,weak_evidence,0.6429,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://www.katalyx.app/login,,,,,,,,False,4,36,3,0,43,False,favicon_brand_match|password_field|login_form|auth_wording|submit_auth_wording|multi_input_form|multi_redirect_chain,True,True,False,1,2,www.katalyx.app,www.katalyx.app,24485,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://javanica.cloud,123456.xlsx,0.0,Low,,weak_evidence,0.6602,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://javanica.cloud,,,,,,,,False,48,4,0,0,52,False,title_brand_match|meta_brand_match|body_brand_match|favicon_brand_match|redirect_brand_match|final_domain_brand_match|auth_wording,False,False,False,1,0,javanica.cloud,javanica.cloud,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Airtel,airtelpayments.bank.in,https://rentlensakita.my.id,123456.xlsx,0.0,Low,,weak_evidence,0.6673,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://rentlensakita.my.id/login,,,,,,,,False,0,32,0,0,32,False,password_field|login_form|auth_wording|multi_input_form,True,True,False,0,1,rentlensakita.my.id,rentlensakita.my.id,10978,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://madeinsorrento.info,123456.xlsx,0.0,Low,,weak_evidence,0.6655,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://madeinsorrento.it/,,,,,,,,False,8,4,6,4,22,False,body_brand_match|favicon_brand_match|auth_wording|suspicious_hosting_provider|final_domain_changed,False,False,False,1,1,madeinsorrento.it,madeinsorrento.it,5850,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,https://botwars.media,123456.xlsx,0.0,Low,,weak_evidence,0.6233,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://botwars.media,,,,,,,,False,28,4,0,0,32,False,title_brand_match|body_brand_match|auth_wording,False,False,False,1,0,botwars.media,,2984,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://ujetispomini.com,123456.xlsx,0.0,Low,,weak_evidence,0.75,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://ujetispomini.com,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,ujetispomini.com,,151,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://cyberdojo.space,123456.xlsx,0.0,Low,,weak_evidence,0.5926,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://cyberdojo.space,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,cyberdojo.space,,199,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://zakazat-kapelnicy-ot-zapoja.online,123456.xlsx,0.0,Low,,weak_evidence,0.6049,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://zakazat-kapelnicy-ot-zapoja.online,,,,,,,,False,40,0,6,0,46,False,title_brand_match|body_brand_match|favicon_brand_match|redirect_brand_match|final_domain_brand_match|suspicious_hosting_provider,False,False,False,1,0,zakazat-kapelnicy-ot-zapoja.online,zakazat-kapelnicy-ot-zapoja.online,10624,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://stroke-sport.com,123456.xlsx,0.0,Low,,weak_evidence,0.5556,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://stroke-sport.com,,,,,,,,False,32,0,0,0,32,False,title_brand_match|body_brand_match|favicon_brand_match,False,False,False,1,0,stroke-sport.com,stroke-sport.com,2236,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,https://trillioncreditrepair.com,123456.xlsx,0.0,Low,,weak_evidence,0.6722,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://trillioncreditrepair.com,,,,,,,,False,4,32,0,10,46,False,body_brand_match|password_field|login_form|auth_wording|multi_input_form|js_redirect|iframe_present,True,True,False,1,0,trillioncreditrepair.com,ariusblobstorage.blob.core.windows.net,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
State Bank of India (SBI),corp.onlinesbi.sbi,https://flowcytometryservices.com,123456.xlsx,0.0,Low,,weak_evidence,0.5575,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://kcasbio.com/careers/,,,,,,,,False,40,0,0,4,44,False,title_brand_match|body_brand_match|favicon_brand_match|redirect_brand_match|final_domain_brand_match|final_domain_changed,False,False,False,1,1,kcasbio.com,kcasbio.com,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Election Commision of India (ECI),eci.gov.in,https://lesmurmuresdelavie.fr,123456.xlsx,0.0,Low,,weak_evidence,0.5889,,,,,,fallback_top_k|generic_token_only,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://lesmurmuresdelavie.fr,,,,,,,,False,4,18,0,0,22,False,body_brand_match|form_action_mismatch|multi_input_form,False,False,True,1,0,lesmurmuresdelavie.fr,lesmurmuresdelavie.fr,32576,False,stage1_suspected_non_escalated,,,,,,,,True,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Election Commision of India (ECI),eci.gov.in,https://inndeatech.com,123456.xlsx,0.0,Low,,weak_evidence,0.7278,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://www.inndeatech.com/,,,,,,,,False,4,18,0,0,22,False,body_brand_match|form_action_mismatch|multi_input_form,False,False,True,1,1,www.inndeatech.com,,15956,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://baihao.store,123456.xlsx,0.0,Low,,weak_evidence,0.6667,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,head_error,,https://parkpage.nic.ua?fqdn=baihao.store,,,,,,,,False,48,0,6,4,58,False,title_brand_match|meta_brand_match|body_brand_match|favicon_brand_match|redirect_brand_match|final_domain_brand_match|suspicious_hosting_provider|final_domain_changed,False,False,False,1,1,parkpage.nic.ua,parkpage.nic.ua,8981,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
HDFC Bank,hdfc.bank.in,https://advocat-27.ru,123456.xlsx,0.0,Low,,weak_evidence,0.5667,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://advocat-27.ru/login.php,,,,,,,,False,0,26,6,0,32,False,password_field|login_form|suspicious_hosting_provider,True,True,False,0,1,advocat-27.ru,,3737,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,https://sacredgroundproject.net,123456.xlsx,0.0,Low,,weak_evidence,0.6301,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://www.sacredgroundproject.net,,,,,,,,False,40,0,0,0,40,False,title_brand_match|body_brand_match|favicon_brand_match|redirect_brand_match|final_domain_brand_match,False,False,False,1,1,www.sacredgroundproject.net,www.sacredgroundproject.net,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://icppd.com,123456.xlsx,0.0,Low,,weak_evidence,0.6889,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://icppd.com,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,icppd.com,,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://medicals.clinic,123456.xlsx,0.0,Low,,weak_evidence,0.7375,,,,,,fallback_top_k|generic_token_only,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://medicals.clinic,,,,,,,,False,44,0,0,0,44,False,title_brand_match|meta_brand_match|body_brand_match|redirect_brand_match|final_domain_brand_match,False,False,False,1,0,medicals.clinic,,20594,False,stage1_suspected_non_escalated,,,,,,,,True,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Canara Bank,canararobeco.com,https://casperbarbershopharmony.org,123456.xlsx,0.0,Low,,weak_evidence,0.6397,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://casperbarbershopharmony.org/wp-login.php?redirect_to=https%3A%2F%2Fcasperbarbershopharmony.org%2F,,,,,,,,False,0,36,6,0,42,False,password_field|login_form|auth_wording|submit_auth_wording|multi_input_form|suspicious_hosting_provider,True,True,False,0,1,casperbarbershopharmony.org,,6029,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://sentopexiviro.life,123456.xlsx,0.0,Low,,weak_evidence,0.6032,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://sentopexiviro.life,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,sentopexiviro.life,,162,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Election Commision of India (ECI),eci.gov.in,https://precisiongrainwoodworks.com,123456.xlsx,0.0,Low,,weak_evidence,0.7101,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://precisiongrainwoodworks.com,,,,,,,,False,36,0,0,0,36,False,title_brand_match|body_brand_match|redirect_brand_match|final_domain_brand_match,False,False,False,1,0,precisiongrainwoodworks.com,,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Election Commision of India (ECI),eci.gov.in,https://filaonespana.com,123456.xlsx,0.0,Low,,weak_evidence,0.6659,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,head_error,,https://www.filaonespana.com/,,,,,,,,False,4,32,0,0,36,False,body_brand_match|password_field|login_form|auth_wording|multi_input_form,True,True,False,1,1,www.filaonespana.com,,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://o365x71.top,123456.xlsx,0.0,Low,,weak_evidence,0.5873,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://o365x71.top,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,o365x71.top,,153,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Election Commision of India (ECI),eci.gov.in,https://centrophyos.com,123456.xlsx,0.0,Low,,weak_evidence,0.6237,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://centrophyos.com,,,,,,,,False,36,0,0,0,36,False,title_brand_match|meta_brand_match|body_brand_match,False,False,False,1,0,centrophyos.com,centrophyos.com,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,https://usetopequityusacrew.com,123456.xlsx,0.0,Low,,weak_evidence,0.5906,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://www.toplendingusa.com/,,,,,,,,False,12,4,0,4,20,False,body_brand_match|redirect_brand_match|final_domain_brand_match|auth_wording|final_domain_changed,False,False,False,1,1,www.toplendingusa.com,static.parastorage.com,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Election Commision of India (ECI),eci.gov.in,https://drywallrepairservice.ca,123456.xlsx,0.0,Low,,weak_evidence,0.5889,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://drywallrepairservice.ca,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,drywallrepairservice.ca,,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://mogtechs.store,123456.xlsx,0.0,Low,,weak_evidence,0.6667,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://mogtechs.store,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,mogtechs.store,,151,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Health Authority (NHA),abdm.gov.in,https://lovelybag.pt,123456.xlsx,0.0,Low,,weak_evidence,0.6296,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://lovelybag.pt,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,lovelybag.pt,,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://sonic-dojo.com,123456.xlsx,0.0,Low,,weak_evidence,0.7667,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,http://sonic-dojo.de/,,,,,,,,False,40,0,0,4,44,False,title_brand_match|body_brand_match|favicon_brand_match|redirect_brand_match|final_domain_brand_match|final_domain_changed,False,False,False,1,1,sonic-dojo.de,sonic-dojo.de,19462,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://hussaintradesolutionsservices.com,123456.xlsx,0.0,Low,,weak_evidence,0.6801,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://www.hussaintradesolutions.com/,,,,,,,,False,28,0,0,4,32,False,title_brand_match|body_brand_match|final_domain_changed,False,False,False,1,1,www.hussaintradesolutions.com,,318,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Punjab National Bank (PNB),pnb.bank.in,https://dopebbqlife.com,123456.xlsx,0.0,Low,,weak_evidence,0.6162,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://dopebbqlife.com,,,,,,,,False,0,36,0,6,42,False,password_field|login_form|auth_wording|submit_auth_wording|multi_input_form|js_redirect,True,True,False,0,0,dopebbqlife.com,dopebbqlife.com,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://sxdpq.net,123456.xlsx,0.0,Low,,weak_evidence,0.5889,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://sxdpq.net,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,sxdpq.net,,407,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://forthetabletop.com,123456.xlsx,0.0,Low,,weak_evidence,0.6508,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://forthetabletop.com,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,forthetabletop.com,,358,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Informatics Centre (NIC),accounts.mgovcloud.in,https://intechsolcorp.com,123456.xlsx,0.0,Low,,weak_evidence,0.7372,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://intechsolcorp.com,,,,,,,,False,36,0,0,4,40,False,title_brand_match|meta_brand_match|body_brand_match|iframe_present,False,False,False,1,0,intechsolcorp.com,intechsolcorp.com,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Election Commision of India (ECI),eci.gov.in,https://timbermarketers.com,123456.xlsx,0.0,Low,,weak_evidence,0.6365,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://timbermarketers.com,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,timbermarketers.com,timbermarketers.com,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Kfintech,kfintech.com,https://kfinsaat.com.tr,123456.xlsx,45.5357,Low,,weak_evidence,0.85,,,,,,jw_primary,,,,,,,,True,True,False,,,fetched,available,,,https://kfinsaat.com.tr/,,,,,,,,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,kfinsaat.com.tr,,0,True,lexical_hit,,,,,,,,False,0,False,,,,,,,,,,,,strict_lexical_below_holdout_threshold
Reserve Bank of India (RBI),rbi.org.in,https://022hunli.com,123456.xlsx,0.0,Low,,weak_evidence,0.6333,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://022hunli.com,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,022hunli.com,,406,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,https://vusedonerightdemo.com,123456.xlsx,0.0,Low,,weak_evidence,0.6048,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://vusedonerightdemo.com,,,,,,,,False,0,30,0,0,30,False,password_field|login_form|auth_wording,True,True,False,0,0,vusedonerightdemo.com,,13482,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,https://uidaiaadhardownload.com,urls.xlsx|AIGR-S66270_Ground_Truth.xlsx|123456.xlsx,58.134,Low,58.134,weak_evidence,0.8526,0.8526,0.4167,0.4167,1.0,0.0,jw_primary,lexical,0.0,score_threshold,,1.0,"Unique Identification Authority of India (UIDAI)
",1.0,True,True,False,score_threshold,score_threshold,fetched,available,,,https://uidaiaadhardownload.com/,,,,58.134,25.5789,0.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,uidaiaadhardownload.com,,0,True,lexical_hit,0.4167,0.75,below_min_score,0.0,0.0,0.0,0.0,False,1,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,/home/user7/new_code/phishing_ml/phishing_pipeline/screens/uidaiaadhardownload.com.png,home - uidai aadhaar download,"home - uidai aadhaar download 
            download your aadhaar cardin just 5 minutes
         
            complete step-by-step guide to downloading your e-aadhaar online via uidai portal,
            digilocker, or maadhaar app — completely free, no paperwork needed.
         
            choose how to download aadhar card
         
            uidai provides three official ways to download your aadhaar. pick the one that's easiest for you.
         uidai website download directly from myaad",low_confidence_strict_lexical
