Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name,source_workbook,hash_score,confidence_band,score_margin,evidence_tier,lexical_score,jw_primary,token_set_primary,skeleton_similarity,lexical_rule_hit,brand_token_hit,candidate_generation_reason,dominant_signal_family,survival_path,drop_path,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,best_score,domain_component,hash_component,lexical_hit,final_domain,typo_similarity,typo_min_score_used,typo_decision_reason,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,typo_anchor,hash_anchor,generic_token_only_match,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,signal_hit_typo,signal_hit_domain,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash,signal_hit_keywords,screenshot_path,html_title_text,visible_text_excerpt
Computer Age Management Services Ltd. (CAMS),camsonline.com,https://cwsdonline.com,05-04-2026_input.csv,88.0,High,88.0,weak_evidence,0.88,0.88,0.8,0.83,True,False,jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,Computer Age Management Services Ltd. (CAMS),True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://cwsdonline.com/,,,,88.0,26.4,0.0,True,cwsdonline.com,0.83,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\cwsdonline.com.png,dns points to prohibited ip | cwsdonline.com | cloudflare,"dns points to prohibited ip | cwsdonline.com | cloudflare 
error
1000
 
                        dns points to prohibited ip
                     
                            what happened?
                         you've requested a page on a website (cwsdonline.com) that is on the cloudflare network. unfortunately, it is resolving to an ip address that is creating a conflict within cloudflare's system. 
                            please see
                            https://developers.cloudf"
BSE Ltd.,bseindia.com,https://basemidia.com,05-04-2026_input.csv,63.9881,Low,63.9881,weak_evidence,0.8958,0.8958,0.8235,0.8535,True,False,jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,BSE Ltd.,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://basemidia.com/,,,,63.9881,26.875,0.0,True,basemidia.com,0.8535,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\basemidia.com.png,basemidia.com,basemidia.com base midia venda de info-produtos educação educação educação educação educação
Axis Bank,axismaxlife.com,https://axis-grandhiraki.com,05-04-2026_input.csv,64.0152,Low,21.158,weak_evidence,0.6402,0.6402,0.4444,0.4744,True,True,brand_token_match,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,Axis Bank,True,True,False,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://axis-grandhiraki.com/,,,,64.0152,19.2045,0.0,True,axis-grandhiraki.com,0.4744,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,1,False,False,False,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\axis-grandhiraki.com.png,redirecting...,redirecting...
Airtel,airtel.in,https://airtelrecharges.in,05-04-2026_input.csv,62.8571,Low,62.8571,weak_evidence,0.88,0.88,0.5714,0.6014,True,False,jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,Airtel,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://airtelrecharges.in/lander,,,,62.8571,26.4,0.0,True,airtelrecharges.in,0.6014,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\airtelrecharges.in.png,,"disclaimer: references to any specific company, product or services on this site are not controlled by godaddy.com llc and do not constitute or imply its association with or endorsement of third party advertisers."
Axis Bank,axismf.com,https://axis-modelmgmt.com,05-04-2026_input.csv,44.898,Low,44.898,weak_evidence,0.8381,0.8381,0.5,0.53,True,True,brand_token_match,lexical,weak_direct_evidence|network_corroboration,,True,Axis Bank,True,True,False,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://axis-modelmgmt.com/,,,,44.898,25.1429,0.0,True,axis-modelmgmt.com,0.53,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,1,False,False,False,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\axis-modelmgmt.com.png,axis model management,axis model management 2026© all rights reserved
Punjab National Bank (PNB),netpnb.com,https://netpm.com,05-04-2026_input.csv,63.8095,Low,63.8095,weak_evidence,0.8933,0.8933,0.7273,0.7573,True,False,jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,Punjab National Bank (PNB),True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://www.searchhounds.com/articles/smarter-networks-tech-testing-and-trust.html?psystem=SN&domain=netpm.com&oref=https%3A%2F%2Fnetpm.com%2F,,,,63.8095,26.8,0.0,True,www.searchhounds.com,0.7573,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\netpm.com.png,access denied,"access denied access denied 
reference #18.f6c21160.1777093849.1963a7bf
 https://errors.edgesuite.net/18.f6c21160.1777093849.1963a7bf"
parivahan sewa,parivahan.gov.in,https://parivahan-service.online,05-04-2026_input.csv,64.7059,Low,64.7059,weak_evidence,0.9059,0.9059,0.6923,0.6923,True,True,brand_token_match|jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,parivahan sewa,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://parivahan-service.online/,,,,64.7059,27.1765,0.0,True,parivahan-service.online,0.6923,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,1,False,False,False,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\parivahan-service.online.png,"sorry, the website has been stopped","sorry, the website has been stopped"
All India Institute of Medical Sciences (AIIMS),aiims.edu,https://aiims.asia,05-04-2026_input.csv,71.4286,Medium,71.4286,weak_evidence,1.0,1.0,1.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity|host_similarity,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,All India Institute of Medical Sciences (AIIMS),True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://www.searchhounds.com/articles/how-to-watch-anime-online-a-tamil-focused-guide.html?psystem=PW&domain=aiims.asia&oref=https%3A%2F%2Faiims.asia%2F&trafficTarget=reseller,,,,71.4286,30.0,0.0,True,www.searchhounds.com,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\aiims.asia.png,access denied,"access denied access denied 
reference #18.f6c21160.1777093851.1963b9e6
 https://errors.edgesuite.net/18.f6c21160.1777093851.1963b9e6"
parivahan sewa,parivahan.gov.in,https://parivahan-sewa.info,05-04-2026_input.csv,66.3265,Low,66.3265,weak_evidence,0.9286,0.9286,0.7826,0.7826,True,True,brand_token_match|jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,parivahan sewa,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://parivahan-sewa.info/,,,,66.3265,27.8571,0.0,True,parivahan-sewa.info,0.7826,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,2,False,False,True,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\parivahan-sewa.info.png,"parivahan sewa portal - dl, rc & e-challan services","parivahan sewa portal - dl, rc & e-challan services parivahan sewa toggle menu parivahan sewa portal – driving licence, mparivahan app, rc & e-challan services online parivahan sewa is the flagship digital initiative of india’s ministry of road transport and highways (morth) that brings more than 1,300 regional transport office (rto) services online under a single unified platform. accessible at parivahan.gov.in, this portal is powered by two core software systems — vahan for vehicle registratio"
Kfintech,kfintech.com,https://rokfintech.com,05-04-2026_input.csv,66.6667,Low,66.6667,weak_evidence,0.9333,0.9333,0.8889,0.9189,True,False,jw_primary|skeleton_similarity,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,Kfintech,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://forsale.godaddy.com/forsale/rokfintech.com?utm_source=TDFS_BINNS&utm_medium=parkedpages&utm_campaign=x_corp_tdfs-binns_base&traffic_type=TDFS_BINNS&traffic_id=binns&,,,,66.6667,28.0,0.0,True,forsale.godaddy.com,0.9189,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\rokfintech.com.png,access denied,"access denied access denied 
reference #18.85014017.1777093852.53f1bb64
 https://errors.edgesuite.net/18.85014017.1777093852.53f1bb64"
Jio,jio.com,https://jiofleet.com,05-04-2026_input.csv,85.4167,High,85.4167,weak_evidence,0.8542,0.8542,0.5455,0.5755,True,False,jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,Jio,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://www.dot-news.org/articles/eight-ai-trends-reshaping-technology-in-2025.html?psystem=PW&domain=jiofleet.com&oref=https%3A%2F%2Fjiofleet.com%2F&trafficTarget=gd,,,,85.4167,25.625,0.0,True,www.dot-news.org,0.5755,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\jiofleet.com.png,access denied,"access denied access denied 
reference #18.f6c21160.1777093852.1963c8a6
 https://errors.edgesuite.net/18.f6c21160.1777093852.1963c8a6"
Kfintech,kfintech.com,https://fintechhk.com,05-04-2026_input.csv,63.1614,Low,63.1614,weak_evidence,0.8843,0.8843,0.8235,0.8535,True,False,jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,Kfintech,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://forsale.godaddy.com/forsale/fintechhk.com?utm_source=TDFS_BINNS&utm_medium=parkedpages&utm_campaign=x_corp_tdfs-binns_base&traffic_type=TDFS_BINNS&traffic_id=binns&,,,,63.1614,26.5278,0.0,True,forsale.godaddy.com,0.8535,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\fintechhk.com.png,access denied,"access denied access denied 
reference #18.85014017.1777093852.53f1bbdb
 https://errors.edgesuite.net/18.85014017.1777093852.53f1bbdb"
Kfintech,kfintech.com,https://16fintech.com,05-04-2026_input.csv,63.1614,Low,63.1614,weak_evidence,0.8843,0.8843,0.8235,0.8535,True,False,jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration|parked_sale_signal,,True,Kfintech,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration|parked_sale_signal,score_threshold|weak_direct_evidence|network_corroboration|parked_sale_signal,fetched,available,,,https://www.hugedomains.com/domain_profile.cfm?d=16fintech.com,HugeDomains,provider_hosted_parking_redirect,provider_hosted_parking_redirect,63.1614,26.5278,0.0,True,www.hugedomains.com,0.8535,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\16fintech.com.png,16fintech.com is for sale | hugedomains,"16fintech.com is for sale | hugedomains 16fintech.com this domain is for sale: $495 buy now for $495 or pay $20.63 per month for 24 months 
make 24 monthly payments
pay 0% interest
start using the domain today. see details
 
make 24 monthly payments
pay 0% interest
 
start using the domain today. see details
 this domain is for sale: $495 since 2005, we've helped thousands of people get the perfect domain name great service! purchase went smooth. huge domains is always a pleasure to deal with an"
Computer Age Management Services Ltd. (CAMS),camsonline.com,https://msaconline.com,05-04-2026_input.csv,63.6364,Low,63.6364,weak_evidence,0.9333,0.9333,0.8,0.83,True,False,jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,Computer Age Management Services Ltd. (CAMS),True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://www.msaconline.com/,,,,63.6364,28.0,0.0,True,www.msaconline.com,0.83,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\msaconline.com.png,missouri sedimentation action coalition – keep it water,"missouri sedimentation action coalition – keep it water missouri sedimentation action coalition keep it water time for a plan. time for a plan the dams and reservoirs of the missouri river mainstem system are a national resource, which must be sustained for the future. accumulating sediment in the reservoirs reduces capacity for storing water and negatively impacts system benefits. currently, there are no plans in place to sustain the missouri river reservoirs or address the impacts of sedimenta"
Canara Bank,canararobeco.com,https://carbonecon.com,05-04-2026_input.csv,46.9841,Low,46.9841,weak_evidence,0.877,0.877,0.6364,0.6664,True,False,jw_primary,lexical,weak_direct_evidence|network_corroboration|parked_sale_signal,,True,Canara Bank,True,True,True,False,weak_direct_evidence|network_corroboration|parked_sale_signal,weak_direct_evidence|network_corroboration|parked_sale_signal,fetched,available,,,https://www.hugedomains.com/domain_profile.cfm?d=carbonecon.com,HugeDomains,provider_hosted_parking_redirect,provider_hosted_parking_redirect,46.9841,26.3111,0.0,True,www.hugedomains.com,0.6664,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\carbonecon.com.png,carbonecon.com is for sale | hugedomains,"carbonecon.com is for sale | hugedomains carbonecon.com this domain is for sale: $1,795 buy now for $1,795 or pay $74.79 per month for 24 months 
make 24 monthly payments
pay 0% interest
start using the domain today. see details
 
make 24 monthly payments
pay 0% interest
 
start using the domain today. see details
 this domain is for sale: $1,795 since 2005, we've helped thousands of people get the perfect domain name great service! purchase went smooth. huge domains is always a pleasure to deal"
Punjab National Bank (PNB),netpnb.com,https://onetbpn.com,05-04-2026_input.csv,89.6825,High,89.6825,weak_evidence,0.8968,0.8968,0.7692,0.7992,True,False,jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,Punjab National Bank (PNB),True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://onetbpn.com/,,,,89.6825,26.9048,0.0,True,onetbpn.com,0.7992,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\onetbpn.com.png,403 forbidden,403 forbidden 403 forbidden
Airtel,airtel.in,https://airtelblack.co,05-04-2026_input.csv,64.9351,Low,64.9351,weak_evidence,0.9091,0.9091,0.7059,0.7059,True,False,jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,Airtel,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://www.dot-map.org/articles/booking-and-online-check-in-for-kenya-airways.html?psystem=PW&domain=airtelblack.co&oref=https%3A%2F%2Fairtelblack.co%2F&trafficTarget=gd,,,,64.9351,27.2727,0.0,True,www.dot-map.org,0.7059,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\airtelblack.co.png,access denied,"access denied access denied 
reference #18.c7543f17.1777093856.2b69bff5
 https://errors.edgesuite.net/18.c7543f17.1777093856.2b69bff5"
HDFC Bank,netbanking.hdfcbank.com,https://hdfcbankinfo.com,05-04-2026_input.csv,66.6667,Low,66.6667,weak_evidence,0.9333,0.9333,0.8,0.83,True,False,jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,HDFC Bank,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://hdfcbankinfo.com/,,,,66.6667,28.0,0.0,True,hdfcbankinfo.com,0.83,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\hdfcbankinfo.com.png,coming soon,"coming soon hdfcbankinfo.com we're under construction. please check back for an update soon.
"
Axis Bank,axismf.com,https://gainfront-axis.com,05-04-2026_input.csv,40.8163,Low,40.8163,weak_evidence,0.5714,0.5714,0.4,0.43,True,True,brand_token_match,lexical,weak_direct_evidence|network_corroboration,,False,,True,True,False,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://gainfront-axis.com/,,,,40.8163,17.1429,0.0,True,gainfront-axis.com,0.43,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,1,False,False,False,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\gainfront-axis.com.png,gainfront axis | official sri lanka website 2026,"gainfront axis | official sri lanka website 2026 gainfront axis platform gainfront axis: take your trading in sri lanka to the next level with our ai-powered system. higher earnings and smarter choices await you! discover the world of cryptocurrencies! now that you’re ready to explore the world of cryptocurrency trading, join gainfront axis for an innovative, efficient, and lucrative trading experience in sri lanka. they trust us join gainfront axis to complete the process, please provide your p"
State Bank of India (SBI),sbicard.com,https://shipcards.com,05-04-2026_input.csv,45.9184,Low,45.9184,weak_evidence,0.8571,0.8571,0.75,0.78,True,False,jw_primary,lexical,weak_direct_evidence|network_corroboration|parked_sale_signal,,True,State Bank of India (SBI),True,True,True,False,weak_direct_evidence|network_corroboration|parked_sale_signal,weak_direct_evidence|network_corroboration|parked_sale_signal,fetched,available,,,https://www.hugedomains.com/domain_profile.cfm?d=shipcards.com,HugeDomains,provider_hosted_parking_redirect,provider_hosted_parking_redirect,45.9184,25.7143,0.0,True,www.hugedomains.com,0.78,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\shipcards.com.png,shipcards.com is for sale | hugedomains,"shipcards.com is for sale | hugedomains shipcards.com this domain is for sale: $895 buy now for $895 or pay $37.29 per month for 24 months 
make 24 monthly payments
pay 0% interest
start using the domain today. see details
 
make 24 monthly payments
pay 0% interest
 
start using the domain today. see details
 this domain is for sale: $895 since 2005, we've helped thousands of people get the perfect domain name great service! purchase went smooth. huge domains is always a pleasure to deal with an"
Axis Bank,axismf.com,https://axis-mobfintech.com,05-04-2026_input.csv,62.8571,Low,62.8571,weak_evidence,0.88,0.88,0.5714,0.6014,True,True,brand_token_match|jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,Axis Bank,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://axis-mobfintech.com/,,,,62.8571,26.4,0.0,True,axis-mobfintech.com,0.6014,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,1,False,False,False,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\axis-mobfintech.com.png,home - axis mobfintech,"home - axis mobfintech menu flexível e adaptável arquitetura que oferece variedade de parceiros de tecnologia de bilhetagem e adaptabilidade a novas inovações de pagamento e emissão de bilhetes de mobilidade. pagamentos emv sem contato emissão e aceitação de cartões bancários emv sem contato, smartphones e outros dispositivos. interoperabilidade base tecnológica dos meios de pagamentos providos pela axis mobfintech são pautados no emv, que é uma caixa de ferramentas de tecnologia que permite pag"
BSE Ltd.,bseindia.com,https://beelinda.com,05-04-2026_input.csv,45.5357,Low,45.5357,weak_evidence,0.85,0.85,0.75,0.78,True,False,jw_primary,lexical,weak_direct_evidence|network_corroboration,,True,BSE Ltd.,True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://www.beelinda.com/,,,,45.5357,25.5,0.0,True,www.beelinda.com,0.78,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\beelinda.com.png,danse orientale - dépassement de soi - orient danse | beelinda,"danse orientale - dépassement de soi - orient danse | beelinda 
danse orientale – dépassement de soi 			 danse orientale : un accompagnement corporel et sensoriel pour évoluer à votre rythme découvrez, explorez et vivez des cours de danse orientale, des stages et des ateliers d’accompagnement corporel et sensoriel en seine-saint-denis (93). initiez-vous, progressez et reconnectez-vous à votre corps, à votre mouvement et à votre respiration, à votre rythme. ici, on danse pour être.la danse, autre"
Kfintech,kfintech.com,https://orfintech.com,05-04-2026_input.csv,63.1614,Low,63.1614,weak_evidence,0.8843,0.8843,0.8235,0.8535,True,False,jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,Kfintech,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://forsale.godaddy.com/forsale/orfintech.com?utm_source=TDFS_BINNS&utm_medium=parkedpages&utm_campaign=x_corp_tdfs-binns_base&traffic_type=TDFS_BINNS&traffic_id=binns&,,,,63.1614,26.5278,0.0,True,forsale.godaddy.com,0.8535,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\orfintech.com.png,access denied,"access denied access denied 
reference #18.dc543f17.1777093860.718b92d9
 https://errors.edgesuite.net/18.dc543f17.1777093860.718b92d9"
Computer Age Management Services Ltd. (CAMS),camsonline.com,https://camois.com,05-04-2026_input.csv,86.7778,High,86.7778,weak_evidence,0.8678,0.8678,0.625,0.655,True,False,jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,Computer Age Management Services Ltd. (CAMS),True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://forsale.godaddy.com/forsale/camois.com?utm_source=TDFS_BINNS2&utm_medium=parkedpages&utm_campaign=x_corp_tdfs-binns2_base&traffic_type=TDFS_BINNS2&traffic_id=binns2&,,,,86.7778,26.0333,0.0,True,forsale.godaddy.com,0.655,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\camois.com.png,access denied,"access denied access denied 
reference #18.dc543f17.1777093860.718b933e
 https://errors.edgesuite.net/18.dc543f17.1777093860.718b933e"
Airtel,airtel.in,https://airtelprepaidoffers.in,05-04-2026_input.csv,61.6541,Low,61.6541,weak_evidence,0.8632,0.8632,0.48,0.51,True,False,jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,Airtel,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://www.dot-shopping.org/articles/smart-tactics-to-snag-every-deal.html?psystem=PW&domain=airtelprepaidoffers.in&oref=https%3A%2F%2Fairtelprepaidoffers.in%2F&trafficTarget=gd,,,,61.6541,25.8947,0.0,True,www.dot-shopping.org,0.51,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\airtelprepaidoffers.in.png,access denied,"access denied access denied 
reference #18.c6543f17.1777093860.35f29620
 https://errors.edgesuite.net/18.c6543f17.1777093860.35f29620"
Axis Bank,axismf.com,https://art-axis.art,05-04-2026_input.csv,30.6122,Low,30.6122,weak_evidence,0.5714,0.4306,0.5714,0.5714,True,True,brand_token_match,lexical,weak_direct_evidence|network_corroboration,,False,,True,True,False,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://art-axis.art/offline.html?recover=1,,,,30.6122,17.1429,0.0,True,art-axis.art,0.5714,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,1,False,False,False,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\art-axis.art.png,offline — artaxis,offline — artaxis you're offline it looks like you've lost your connection. your saved events and recently viewed content will be available when you reconnect.
Canara Bank,canararobeco.com,https://canalcorreo.com,05-04-2026_input.csv,90.8485,High,47.9913,weak_evidence,0.9085,0.9085,0.6957,0.7257,True,False,jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,Canara Bank,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://canalcorreo.com/,,,,90.8485,27.2545,0.0,True,canalcorreo.com,0.7257,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\canalcorreo.com.png,canalcorreo.com,canalcorreo.com we’re getting things ready loading your experience… this won’t take long.
