input_position,input_url,normalized_url,source_workbook,lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,candidate_generation_reason,best_entity,best_matching_domain,lexical_score,typo_similarity,generic_token_only_match,dns_status,dns_decision,fetch_status,fetch_error_type,fetch_error_detail,hash_shortlisted,review_only,reason,final_status
221,goldmere-corebit.com,https://goldmere-corebit.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,State Bank of India (SBI),corp.onlinesbi.sbi,0.6227,0.4,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
222,spbivf.com,https://spbivf.com,05-04-2026_input.csv,True,True,True,False,jw_primary,State Bank of India (SBI),sbi.co.in,0.85,0.6667,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
223,hdoce.com,https://hdoce.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,HDFC Bank,hdfc.com,0.8267,0.6967,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
224,mctaonline.com,https://mctaonline.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.8963,0.83,False,resolved,accepted,failed,navigation_transient_browser_error,Page.content: Unable to retrieve content because the page is navigating and changing the content.,False,False,,filtered_after_hash
225,purebit.ink,https://purebit.ink,05-04-2026_input.csv,True,True,True,False,jw_primary,Reserve Bank of India (RBI),rebit.org.in,0.9048,0.8333,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
226,airtelrecharges.in,https://airtelrecharges.in,05-04-2026_input.csv,True,True,True,False,jw_primary,Airtel,airtel.in,0.88,0.6014,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
227,ibolc.com,https://ibolc.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Indian Oil Corporation Limited (IOCL),iocl.com,0.805,0.6967,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
228,airincapital.com,https://airincapital.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Air India,airindiaexpress.com,0.6917,0.5485,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
229,basemidia.com,https://basemidia.com,05-04-2026_input.csv,True,True,True,False,jw_primary,BSE Ltd.,bseindia.com,0.8958,0.8535,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
230,sparrowsnesttattoo.art,https://sparrowsnesttattoo.art,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Canara Bank,canararobeco.com,0.6204,0.4,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
231,netpm.com,https://netpm.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Punjab National Bank (PNB),netpnb.com,0.8933,0.7573,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
232,casinomeal.com,https://casinomeal.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.8578,0.63,False,resolved,accepted,timeout,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://casinomeal.com/"", waiting until ""commit""",False,False,,filtered_after_hash
233,fallintech.com,https://fallintech.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Kfintech,kfintech.com,0.8583,0.8078,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
234,idea-arquitectura.com,https://idea-arquitectura.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.6784,0.3636,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
235,jiotrf.com,https://jiotrf.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Jio,jio.com,0.8833,0.6967,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
236,axis-modelmgmt.com,https://axis-modelmgmt.com,05-04-2026_input.csv,True,True,False,False,brand_token_match,Axis Bank,axismf.com,0.8381,0.53,False,resolved,accepted,fetched,,,True,False,weak_direct_evidence|network_corroboration,shortlisted
237,jioluxe.com,https://jioluxe.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Jio,jio.com,0.8667,0.63,False,resolved,accepted,failed,navigation_transient_browser_error,Page.content: Unable to retrieve content because the page is navigating and changing the content.,False,False,,filtered_after_hash
238,the-cats-app.top,https://the-cats-app.top,05-04-2026_input.csv,True,True,False,False,brand_token_match,CATS,cats.census.gov.in,0.4722,0.3478,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
239,axis-mobfintech.com,https://axis-mobfintech.com,05-04-2026_input.csv,True,True,True,False,brand_token_match|jw_primary,Axis Bank,axismf.com,0.88,0.6014,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
240,canalcorreo.com,https://canalcorreo.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Canara Bank,canararobeco.com,0.9085,0.7257,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
241,assamcouture.com,https://assamcouture.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Indian Space Research Organisation (ISRO),vssc.gov.in,0.6667,0.375,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
242,woolandsparrow.com,https://woolandsparrow.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Sparrow,orgi-sparrow.gov.in,0.7044,0.6154,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
243,parivahan-sewa.info,https://parivahan-sewa.info,05-04-2026_input.csv,True,True,True,False,brand_token_match|jw_primary,parivahan sewa,parivahan.gov.in,0.9286,0.7826,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
244,aiims.asia,https://aiims.asia,05-04-2026_input.csv,True,True,True,False,brand_token_match|jw_primary|token_set_primary|skeleton_similarity|host_similarity,All India Institute of Medical Sciences (AIIMS),aiims.edu,1.0,1.0,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
245,rico-corebit.com,https://rico-corebit.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,ICICI Bank,icicidirect.com,0.6923,0.5517,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
246,mirandaexpresss.com,https://mirandaexpresss.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Air India,airindiaexpress.com,0.8855,0.83,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
247,idea-shine.com,https://idea-shine.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.7333,0.5333,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
248,parivahan-service.online,https://parivahan-service.online,05-04-2026_input.csv,True,True,True,False,brand_token_match|jw_primary,parivahan sewa,parivahan.gov.in,0.9059,0.6923,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
249,adinfinia.com,https://adinfinia.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Air India,airindiaexpress.com,0.7305,0.53,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
250,fintechhk.com,https://fintechhk.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Kfintech,kfintech.com,0.8843,0.8535,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
251,karnataka.shop,https://karnataka.shop,05-04-2026_input.csv,True,True,False,False,brand_token_match,Karnataka,karnataka.census.gov.in,0.72,0.72,False,resolved,accepted,failed,ssl_error,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://karnataka.shop/ | Call log: - navigating to ""https://karnataka.shop/"", waiting until ""domcontentloaded""",False,False,,filtered_after_hash
252,heysparrow.com,https://heysparrow.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Sparrow,orgi-sparrow.gov.in,0.6659,0.6364,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
253,jeriyo.com,https://jeriyo.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Jio,jio.com,0.6967,0.6967,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
254,tensparrow.info,https://tensparrow.info,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Sparrow,orgi-sparrow.gov.in,0.6659,0.6364,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
255,sparrowandgracedesigns.com,https://sparrowandgracedesigns.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Air India,airindiaexpress.com,0.6535,0.5165,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
256,camois.com,https://camois.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.8678,0.655,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
257,indusindgicl.com,https://indusindgicl.com,05-04-2026_input.csv,True,True,False,False,fallback_top_k,CENSUS INDIA,censusindia.gov.in,0.6923,0.6087,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
258,msaconline.com,https://msaconline.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.9333,0.83,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
259,jiofleet.com,https://jiofleet.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Jio,jio.com,0.8542,0.5755,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
260,rokfintech.com,https://rokfintech.com,05-04-2026_input.csv,True,True,True,False,jw_primary|skeleton_similarity,Kfintech,kfintech.com,0.9333,0.9189,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
261,healersorganisation.com,https://healersorganisation.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,0.7243,0.4615,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
262,assamstrategic.com,https://assamstrategic.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Canara Bank,canararobeco.com,0.6429,0.4915,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
263,16fintech.com,https://16fintech.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Kfintech,kfintech.com,0.8843,0.8535,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration|parked_sale_signal,shortlisted
264,rashtrasanchar.com,https://rashtrasanchar.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Canara Bank,canararobeco.com,0.5873,0.3377,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
265,indiancraftworld.com,https://indiancraftworld.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.66,0.5366,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
266,airtelbox.com,https://airtelbox.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Airtel,airtel.in,0.9333,0.8,False,resolved,accepted,failed,navigation_error,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://airtelbox.com/ | Call log: - navigating to ""https://airtelbox.com/"", waiting until ""commit""",False,False,,filtered_after_hash
267,indiadigitech.com,https://indiadigitech.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.8209,0.5263,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
268,cd-idea.com,https://cd-idea.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,CENSUS INDIA,censusindia.gov.in,0.6563,0.4444,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
269,icolus.com,https://icolus.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Indian Oil Corporation Limited (IOCL),iocl.com,0.825,0.63,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
270,carbonecon.com,https://carbonecon.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Canara Bank,canararobeco.com,0.877,0.6664,False,resolved,accepted,fetched,,,True,False,weak_direct_evidence|network_corroboration|parked_sale_signal,shortlisted
271,hscdf.com,https://hscdf.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,HDFC Bank,hdfc.com,0.6967,0.6967,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
272,jvniao.com,https://jvniao.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Jio,jio.com,0.6967,0.6967,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
273,zano-corebit.com,https://zano-corebit.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Canara Bank,canararobeco.com,0.6528,0.4467,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
274,mjigo.com,https://mjigo.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Jio,jio.com,0.78,0.78,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
275,cannolimen.com,https://cannolimen.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.8267,0.63,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
276,shipcards.com,https://shipcards.com,05-04-2026_input.csv,True,True,True,False,jw_primary,State Bank of India (SBI),sbicard.com,0.8571,0.78,False,resolved,accepted,fetched,,,True,False,weak_direct_evidence|network_corroboration|parked_sale_signal,shortlisted
277,sac-papier-publicitaire.com,https://sac-papier-publicitaire.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,ICICI Bank,icicisecurities.com,0.6463,0.4511,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
278,airtelblack.co,https://airtelblack.co,05-04-2026_input.csv,True,True,True,False,jw_primary,Airtel,airtel.in,0.9091,0.7059,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
279,aidinpa.com,https://aidinpa.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Air India,airindiaexpress.com,0.7816,0.4845,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
280,cameosai.com,https://cameosai.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.8094,0.5856,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
281,jingjok.com,https://jingjok.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Jio,jio.com,0.6508,0.63,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
282,hdfcbankinfo.com,https://hdfcbankinfo.com,05-04-2026_input.csv,True,True,True,False,jw_primary,HDFC Bank,netbanking.hdfcbank.com,0.9333,0.83,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
283,sparrowengine.com,https://sparrowengine.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,0.6618,0.4,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
284,assamrrtv.info,https://assamrrtv.info,05-04-2026_input.csv,False,False,False,True,fallback_top_k,BSE Ltd.,bsestarmf.in,0.7222,0.4444,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
285,jiwwon.com,https://jiwwon.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Jio,jio.com,0.8667,0.6967,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
286,hfdtcy.com,https://hfdtcy.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,HDFC Bank,hdfc.com,0.825,0.63,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
287,reikicrystalassam.com,https://reikicrystalassam.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Reserve Bank of India (RBI),rebit.org.in,0.6784,0.3636,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
288,aiimsdelhiedu.in,https://aiimsdelhiedu.in,05-04-2026_input.csv,True,True,True,False,jw_primary,All India Institute of Medical Sciences (AIIMS),aiims.edu,0.8769,0.5556,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
289,portaltms.online,https://portaltms.online,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Bharat Sanchar Nigam Limited (BSNL),portal.bsnl.in,0.7,0.7,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
290,onetbpn.com,https://onetbpn.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Punjab National Bank (PNB),netpnb.com,0.8968,0.7992,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
291,airtelprepaidoffers.in,https://airtelprepaidoffers.in,05-04-2026_input.csv,True,True,True,False,jw_primary,Airtel,airtel.in,0.8632,0.51,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
292,icicibcok.icu,https://icicibcok.icu,05-04-2026_input.csv,True,True,False,False,fallback_top_k,ICICI Bank,icicilombard.com,0.8437,0.5714,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
293,sac-volvocarsmendes.com,https://sac-volvocarsmendes.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Coal India,coalindiatenders.nic.in,0.6343,0.5143,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
294,beelinda.com,https://beelinda.com,05-04-2026_input.csv,True,True,True,False,jw_primary,BSE Ltd.,bseindia.com,0.85,0.78,False,resolved,accepted,fetched,,,True,False,weak_direct_evidence|network_corroboration,shortlisted
295,brighton-corebit.com,https://brighton-corebit.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Kfintech,kfintech.com,0.6528,0.28,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
296,orfintech.com,https://orfintech.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Kfintech,kfintech.com,0.8843,0.8535,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
297,organisationpersonnelle.com,https://organisationpersonnelle.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Coal India,coalindiatenders.nic.in,0.7017,0.5128,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
298,nigamcomputer.com,https://nigamcomputer.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,National Informatics Centre (NIC),nic.gov.in,0.7949,0.375,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
299,fintechlyn.com,https://fintechlyn.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Kfintech,kfintech.com,0.8583,0.8078,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
300,icicihvd.icu,https://icicihvd.icu,05-04-2026_input.csv,True,True,True,False,jw_primary,ICICI Bank,icicidirect.com,0.8591,0.6316,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
301,icicibzck.shop,https://icicibzck.shop,05-04-2026_input.csv,True,True,False,False,fallback_top_k,ICICI Bank,icicidirect.com,0.8424,0.6,False,resolved,accepted,failed,ssl_error,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://icicibzck.shop/ | Call log: - navigating to ""https://icicibzck.shop/"", waiting until ""domcontentloaded""",False,False,,filtered_after_hash
302,blackairtel.in,https://blackairtel.in,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Airtel,airtel.in,0.7359,0.7359,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
303,axispriam.com,https://axispriam.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Axis Bank,axismaxlife.com,0.8543,0.53,False,resolved,accepted,failed,navigation_error,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://axispriam.com/ | Call log: - navigating to ""https://axispriam.com/"", waiting until ""commit""",False,False,,filtered_after_hash
304,campusxonline.com,https://campusxonline.com,05-04-2026_input.csv,True,True,True,False,jw_primary|skeleton_similarity,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.9462,0.8996,False,resolved,accepted,timeout,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://campusxonline.com/"", waiting until ""commit""",False,False,,filtered_after_hash
305,idea-rent.com,https://idea-rent.com,05-04-2026_input.csv,False,False,False,True,fallback_top_k,ICICI Bank,icicidirect.com,0.67,0.53,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
306,gsfintech.com,https://gsfintech.com,05-04-2026_input.csv,True,True,True,False,jw_primary,Kfintech,kfintech.com,0.8843,0.8535,False,resolved,accepted,fetched,,,True,False,score_threshold|weak_direct_evidence|network_corroboration,shortlisted
307,sex-cams-live.net,https://sex-cams-live.net,05-04-2026_input.csv,False,False,False,True,fallback_top_k,Axis Bank,axismaxlife.com,0.6773,0.4167,False,,,,,,False,False,lexical_prefilter_rejected,filtered_lexical_miss
308,icicibzok.shop,https://icicibzok.shop,05-04-2026_input.csv,True,True,False,False,fallback_top_k,ICICI Bank,icicilombard.com,0.8437,0.5714,False,no_answer,filtered,failed,dns_gate_no_answer,domain not mapped to an active IP,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough
