Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name,hash_score,confidence_band,score_margin,evidence_tier,lexical_score,jw_primary,token_set_primary,skeleton_similarity,lexical_rule_hit,brand_token_hit,candidate_generation_reason,dominant_signal_family,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,fetch_status,best_score,domain_component,clip_component,hash_component,typo_similarity,typo_min_score_used,typo_decision_reason,clip_similarity,typo_anchor,hash_anchor,clip_anchor,signal_hit_screenshot,signal_hit_typo,signal_hit_domain,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash,signal_hit_keywords,screenshot_path,html_title_text,visible_text_excerpt,review_reason
State Bank of India (SBI),homeloans.sbi,https://homein.love,0.0,Low,0.0,weak_evidence,0.8778,0.8778,0.6667,0.6667,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.3333,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
IndusInd Bank,indusind.bank.in,https://indesd.com,0.0,Low,0.0,weak_evidence,0.8736,0.8736,0.7143,0.7143,True,False,jw_primary,lexical,True,IndusInd Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.2083,0.0,0.0,0.7143,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,https://uidaiaadhardownload.com,0.0,Low,0.0,weak_evidence,0.8526,0.8526,0.4167,0.4167,True,False,jw_primary,lexical,True,"Unique Identification Authority of India (UIDAI)
",True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,25.5789,0.0,0.0,0.4167,0.45,below_min_score,0.0,False,False,False,False,False,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Reserve Bank of India (RBI),rbi.org.in,https://rbdmis.com,0.0,Low,0.0,weak_evidence,0.8667,0.8667,0.6667,0.6667,True,False,jw_primary,lexical,True,Reserve Bank of India (RBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Airtel,airtelpayments.bank.in,https://airtel-merchants.club,0.0,Low,0.0,weak_evidence,0.9048,0.9048,0.7333,0.7333,True,True,brand_token_match|jw_primary,lexical,True,Airtel,True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,27.1429,0.0,0.0,0.7333,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Axis Bank,axis.bank.in,https://radiaite-axis.biz,0.0,Low,0.0,weak_evidence,0.6134,0.6134,0.4167,0.4167,True,True,brand_token_match,lexical,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,18.4033,0.0,0.0,0.4167,0.45,below_min_score,0.0,False,False,False,False,False,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,https://corgi.dev,0.0,Low,0.0,weak_evidence,0.8543,0.8543,0.8333,0.8333,True,False,jw_primary,lexical,True,"Civil Registration System, MHA (RGCCI)",True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,25.6286,0.0,0.0,0.8333,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Axis Bank,axismaxlife.com,https://axiscalibration.com,0.0,Low,0.0,weak_evidence,0.8533,0.8533,0.4211,0.4211,True,False,jw_primary,lexical,True,Axis Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,25.6,0.0,0.0,0.4211,0.45,below_min_score,0.0,False,False,False,False,False,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cnscloud.net,0.0,Low,0.0,weak_evidence,0.8875,0.8875,0.7692,0.7692,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,timeout,0.0,26.625,0.0,0.0,0.7692,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
ICICI Bank,icici.bank.in,https://icicibank.net/login,0.0,Low,0.0,weak_evidence,0.9111,0.9111,0.7143,0.7143,True,False,jw_primary,lexical,True,ICICI Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.3333,0.0,0.0,0.7143,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Reserve Bank of India (RBI),rbi.org.in,https://vrbit.org,0.0,Low,0.0,weak_evidence,0.8667,0.8667,0.75,0.75,True,False,jw_primary,lexical,True,Reserve Bank of India (RBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.0,0.0,0.0,0.75,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://mailsynk.com,0.0,Low,0.0,weak_evidence,0.9,0.9,0.6667,0.6667,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudwappier.com,0.0,Low,0.0,weak_evidence,0.8833,0.8833,0.5882,0.5882,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.5,0.0,0.0,0.5882,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Axis Bank,axis.bank.in,https://baxi559.com,0.0,Low,0.0,weak_evidence,0.8571,0.8571,0.7273,0.7273,True,False,jw_primary,lexical,True,Axis Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.7143,0.0,0.0,0.7273,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),nic.gov.in,https://nic-co.com,0.0,Low,0.0,weak_evidence,0.8833,0.8833,0.6667,0.6667,True,True,brand_token_match|jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.5,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://manilast.com,0.0,Low,0.0,weak_evidence,0.8667,0.8667,0.6667,0.6667,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://chia-cloud.com,0.0,Low,0.0,weak_evidence,0.6852,0.6852,0.5263,0.5263,True,True,brand_token_match,lexical,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,20.5556,0.0,0.0,0.5263,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
BSE Ltd.,bseindia.com,https://seplindia.com,0.0,Low,0.0,weak_evidence,0.8843,0.8843,0.8235,0.8535,True,False,jw_primary,lexical,True,BSE Ltd.,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.5278,0.0,0.0,0.8535,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://clouduniq.com,0.0,Low,0.0,weak_evidence,0.9111,0.9111,0.7143,0.7143,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.3333,0.0,0.0,0.7143,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://nda-cloud.ru,0.0,Low,0.0,weak_evidence,0.7143,0.437,0.7143,0.7143,True,True,brand_token_match,lexical,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,21.4286,0.0,0.0,0.7143,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://mailboxmeds.com,0.0,Low,0.0,weak_evidence,0.8727,0.8727,0.5333,0.5333,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.1818,0.0,0.0,0.5333,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
parivahan sewa,parivahan.gov.in,https://parkana.com,0.0,Low,0.0,weak_evidence,0.85,0.85,0.625,0.625,True,False,jw_primary,lexical,True,parivahan sewa,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.5,0.0,0.0,0.625,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://icloudemy.org,0.0,Low,0.0,weak_evidence,0.8519,0.8519,0.7143,0.7143,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.5556,0.0,0.0,0.7143,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudpayai.com,0.0,Low,0.0,weak_evidence,0.9,0.9,0.6667,0.6667,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Airtel,airtel.in,https://air38.org,0.0,Low,0.0,weak_evidence,0.8756,0.8756,0.7273,0.7273,True,False,jw_primary,lexical,True,Airtel,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.2667,0.0,0.0,0.7273,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),nic.gov.in,https://nickshaw.net,0.0,Low,0.0,weak_evidence,0.8542,0.8542,0.5455,0.5455,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.625,0.0,0.0,0.5455,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
IndusInd Bank,indusind.bank.in,https://indusweb.com,0.0,Low,0.0,weak_evidence,0.85,0.85,0.625,0.625,True,False,jw_primary,lexical,True,IndusInd Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.5,0.0,0.0,0.625,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://c1osyu.vip,0.0,Low,0.0,weak_evidence,0.8756,0.8756,0.7273,0.7273,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.2667,0.0,0.0,0.7273,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,https://portal-mei.shop,0.0,Low,0.0,weak_evidence,0.5714,0.45,0.1429,0.5714,True,True,brand_token_match,lexical,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,17.1429,0.0,0.0,0.5714,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Vodafone Idea (VI),myvi.in,https://mylotview.com,0.0,Low,0.0,weak_evidence,0.8519,0.8519,0.6154,0.6154,True,False,jw_primary,lexical,True,Vodafone Idea (VI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.5556,0.0,0.0,0.6154,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Bank of Baroda,bankofbaroda.bank.in,https://banotaa.com,0.0,Low,0.0,weak_evidence,0.85,0.85,0.6316,0.6316,True,False,jw_primary,lexical,True,Bank of Baroda,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.5,0.0,0.0,0.6316,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://tmain13.com,0.0,Low,0.0,weak_evidence,0.8571,0.8571,0.7273,0.7273,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.7143,0.0,0.0,0.7273,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Axis Bank,axis.bank.in,https://aisa.ing,0.0,Low,0.0,weak_evidence,0.85,0.85,0.75,0.75,True,False,jw_primary,lexical,True,Axis Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.5,0.0,0.0,0.75,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudify.my.id,0.0,Low,0.0,weak_evidence,0.925,0.925,0.7692,0.7692,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.75,0.0,0.0,0.7692,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Axis Bank,axismaxlife.com,https://axisholdingpr.com,0.0,Low,0.0,weak_evidence,0.8615,0.8615,0.4706,0.4706,True,False,jw_primary,lexical,True,Axis Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.8462,0.0,0.0,0.4706,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Axis Bank,axis.bank.in,https://axisgroup.com.tr,0.0,Low,0.0,weak_evidence,0.8889,0.8889,0.6154,0.6154,True,False,jw_primary,lexical,True,Axis Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.6667,0.0,0.0,0.6154,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Health Authority (NHA),abdm.gov.in,https://amdm.info,0.0,Low,0.0,weak_evidence,0.85,0.85,0.75,0.75,True,False,jw_primary,lexical,True,National Health Authority (NHA),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.5,0.0,0.0,0.75,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),sbisecurities.in,https://experience-retail.org,0.0,Low,0.0,weak_evidence,0.5072,0.5072,0.4,0.4,True,True,brand_token_match,lexical,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,15.2165,0.0,0.0,0.4,0.45,below_min_score,0.0,False,False,False,False,False,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudvshop.com,0.0,Low,0.0,weak_evidence,0.9,0.9,0.6667,0.6667,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://fire-cloud.top,0.0,Low,0.0,weak_evidence,0.6852,0.6852,0.5263,0.5263,True,True,brand_token_match,lexical,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,20.5556,0.0,0.0,0.5263,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudlandpools.com,0.0,Low,0.0,weak_evidence,0.8714,0.8714,0.5263,0.5263,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.1429,0.0,0.0,0.5263,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Axis Bank,axismaxlife.com,https://axis-mechanical.com,0.0,Low,0.0,weak_evidence,0.8533,0.8533,0.4211,0.4211,True,True,brand_token_match|jw_primary,lexical,True,Axis Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.6,0.0,0.0,0.4211,0.45,below_min_score,0.0,False,False,False,False,False,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),sbicard.com,https://homesincoralridge.com,0.0,Low,0.0,weak_evidence,0.8614,0.8614,0.4615,0.4615,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.8431,0.0,0.0,0.4615,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
All India Institute of Medical Sciences (AIIMS),aiims.edu,https://aibism.com,0.0,Low,0.0,weak_evidence,0.9022,0.9022,0.7273,0.7273,True,False,jw_primary,lexical,True,All India Institute of Medical Sciences (AIIMS),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.0667,0.0,0.0,0.7273,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloud4n6ctfacademy.com,0.0,Low,0.0,weak_evidence,0.8556,0.8556,0.4348,0.4348,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.6667,0.0,0.0,0.4348,0.45,below_min_score,0.0,False,False,False,False,False,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloud-connect.cloud,0.0,Low,0.0,weak_evidence,0.8769,0.8769,0.5556,0.5556,True,True,brand_token_match|jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.3077,0.0,0.0,0.5556,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Airtel,airtel.in,https://aristogel.com,0.0,Low,0.0,weak_evidence,0.85,0.85,0.6667,0.6667,True,False,jw_primary,lexical,True,Airtel,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.5,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Computer Age Management Services Ltd. (CAMS),camsonline.com,https://casaromaonline.com,0.0,Low,0.0,weak_evidence,0.8971,0.8971,0.75,0.78,True,False,jw_primary,lexical,True,Computer Age Management Services Ltd. (CAMS),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.9143,0.0,0.0,0.78,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudcorrector.com,0.0,Low,0.0,weak_evidence,0.8714,0.8714,0.5263,0.5263,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.1429,0.0,0.0,0.5263,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),nic.gov.in,https://niceol.net,0.0,Low,0.0,weak_evidence,0.8833,0.8833,0.6667,0.6667,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.5,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://mainelylv.com,0.0,Low,0.0,weak_evidence,0.8704,0.8704,0.6154,0.6154,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.1111,0.0,0.0,0.6154,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
IndusInd Bank,indusind.bank.in,https://industrialdoorco.org,0.0,Low,0.0,weak_evidence,0.8625,0.8625,0.5833,0.5833,True,False,jw_primary,lexical,True,IndusInd Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.875,0.0,0.0,0.5833,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),homeloans.sbi,https://homemah.com,0.0,Low,0.0,weak_evidence,0.854,0.854,0.625,0.625,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.619,0.0,0.0,0.625,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Airtel,airtel.in,https://kartel.support,0.0,Low,0.0,weak_evidence,0.8889,0.8889,0.8333,0.8333,True,False,jw_primary,lexical,True,Airtel,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.6667,0.0,0.0,0.8333,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://devcloud.space,0.0,Low,0.0,weak_evidence,0.875,0.875,0.7692,0.7692,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.25,0.0,0.0,0.7692,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
parivahan sewa,parivahan.gov.in,https://parihar.dev,0.0,Low,0.0,weak_evidence,0.8714,0.8714,0.75,0.75,True,False,jw_primary,lexical,True,parivahan sewa,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.1429,0.0,0.0,0.75,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudsmanship.com,0.0,Low,0.0,weak_evidence,0.8769,0.8769,0.5556,0.5556,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.3077,0.0,0.0,0.5556,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://xcloudit.com,0.0,Low,0.0,weak_evidence,0.875,0.875,0.7692,0.7692,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.25,0.0,0.0,0.7692,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://mainzlks.com,0.0,Low,0.0,weak_evidence,0.8833,0.8833,0.6667,0.6667,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.5,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://ki-cloud.net,0.0,Low,0.0,weak_evidence,0.875,0.875,0.7692,0.7692,True,True,brand_token_match|jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.25,0.0,0.0,0.7692,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),homeloans.sbi,https://homeovista.lat,0.0,Low,0.0,weak_evidence,0.867,0.867,0.6316,0.6316,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.0095,0.0,0.0,0.6316,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),accounts.mgovcloud.in,https://gov-icloud.com,0.0,Low,0.0,weak_evidence,0.8963,0.8963,0.8421,0.8421,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.8889,0.0,0.0,0.8421,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://maidello.com,0.0,Low,0.0,weak_evidence,0.8833,0.8833,0.6667,0.6667,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.5,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),accounts.mgovcloud.in,https://grogcloud.com,0.0,Low,0.0,weak_evidence,0.8519,0.8519,0.7778,0.7778,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.5556,0.0,0.0,0.7778,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),nic.gov.in,https://nickt.shop,0.0,Low,0.0,weak_evidence,0.9067,0.9067,0.75,0.75,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.2,0.0,0.0,0.75,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),sbilife.co.in,https://sbilstore.shop,0.0,Low,0.0,weak_evidence,0.854,0.854,0.625,0.625,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.619,0.0,0.0,0.625,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://nifcloud.dev,0.0,Low,0.0,weak_evidence,0.875,0.875,0.7692,0.7692,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.25,0.0,0.0,0.7692,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
